GEOID,11/15/2021
48439121609,0.015918835473896966
48187210708,0.020596931028367058
48201550301,0.020816634764395305
48201550302,0.02022670493329428
48157675800,0.014857646859757007
48157670800,0.015990130265840306
48157675700,0.007678826411943312
48157673200,0.009970047173643568
48157673400,0.012673798199760097
48157673300,0.0087973890617814
48201550401,0.0167254741832006
48201553403,0.01696546808258622
48201454502,0.018023830696303093
48201541601,0.0148615015083706
48201541602,0.016679028474052778
48373210102,0.00720507010407288
48373210101,0.019148790373803178
48373210500,0.02389711486206604
48373210400,0.06835747088723768
48157670400,0.026438761128007734
48157670300,0.02478853131521919
48157670200,0.02410673906990445
48157670700,0.02016079223402036
48201455102,0.016492122366502496
48201511302,0.031395340346950185
48201520601,0.023889815533685875
48201554001,0.016850006354413503
48201554901,0.015095667880840023
48201212300,0.03154323297730206
48201212400,0.025940866359511594
48157675300,0.013584538484016691
48157675600,0.008981257141830457
48157673700,0.015829608377395478
48157675100,0.016191657923205982
48017950100,0.007538782417466135
48201250701,0.01458497853666587
48201250702,0.01401440745132489
48201251503,0.01407454806571663
48201251402,0.014205713232379725
48201251902,0.01747673014795239
48201314002,0.03409334058000357
48201511002,0.02830393923588766
48201511001,0.027802206583829127
48201522302,0.024535082179051825
48201522202,0.023792235577495536
48201522301,0.024319104430579372
48201522201,0.02375258992357162
48201532002,0.022779958412545282
48201532001,0.022447791615108362
48201532502,0.020515418418797827
48201543200,0.020419288400373287
48201522500,0.028300371590838633
48201553100,0.017553462677066888
48201553300,0.019409774560989315
48201553500,0.017380325265590493
48201553600,0.01620159902587343
48251130208,0.011249652427923496
48251131000,0.006529035056765449
48251131100,0.006917471942388714
48251130409,0.007837549479560077
48251130800,0.007379699376965589
48201534100,0.020116519067449438
48439110703,0.016011281348907704
48201540100,0.01980054613727472
48245002100,0.08407844501754616
48245002200,0.08418747880733742
48245002300,0.07211591687573508
48245002500,0.06885845229493198
48245002600,0.06885845229493198
48245005100,0.04463015775322575
48245005400,0.047984566279882845
48113011800,0.01429219339883319
48113012208,0.01798320885036059
48201553700,0.016939080184817188
48201554200,0.01613000486662062
48201554600,0.014602624057809845
48439113628,0.017889341056079783
48439113629,0.016857664768036375
48445950300,0.011134907685043476
48201233200,0.019638636072199483
48201233400,0.025063718258854655
48201233500,0.022924729494564266
48113010703,0.016363278639277116
48113010704,0.01695962796538508
48201311000,0.027143609353552423
48201311100,0.026003944347256464
48201311300,0.03026179442768767
48201311400,0.02558172548265392
48201233600,0.023768474410509565
