HC_ID,08/11/2021
H000,1.6405953123592342e-05
H001,0.0
H002,3.143467359181714e-05
H003,0.0
H004,0.0
H005,5.340414372530848e-05
H006,1.567158885242386e-05
H007,0.0
H008,0.0
H009,0.0
H010,2.7517175351984748e-05
H011,4.1850074127553306e-05
H012,0.00011332168360373602
H013,2.843295042673926e-05
H014,9.500315203917651e-06
H015,4.20672937393345e-05
H016,0.0
H017,0.00013834482795383436
H018,1.4505779407660191e-05
H019,1.3445314261428455e-05
H020,8.277785018558774e-05
H021,7.255895074910425e-05
H022,3.379868520943806e-05
H023,0.00019859373145362852
H024,0.0
H025,3.4369879345269176e-05
H026,0.00018717777632159348
H027,7.73406205339629e-06
H028,1.145662644842306e-05
H029,1.5255850139104086e-05
H030,4.664418123301193e-05
H031,0.0
H032,4.2527759513893436e-05
H033,8.2096996284213e-05
H034,7.535775144214573e-05
H035,0.0002311902261886787
H036,0.0
H037,0.0001417873020805459
H038,0.00012039879549353802
H039,0.00012039879549353802
H040,6.367796277996564e-05
H041,0.0004841502132062049
H042,0.0
H043,2.647696478471433e-05
H044,5.78832148891309e-05
H045,0.0
H046,0.00027686748114194706
H047,6.745847840324461e-05
H048,7.516093800413748e-05
H049,0.0
H050,4.974523816342108e-05
H051,1.5068862310521332e-05
H052,6.052909758974254e-05
H053,0.0
H054,0.0001444289996175494
H055,0.0
H056,0.00016127175118295963
H057,0.0
H058,7.108292787395377e-06
H059,6.325622433317299e-05
H060,2.8433171149581507e-05
H061,0.00020786755295532233
H062,1.62558106701442e-05
H063,4.618933392939729e-05
H064,0.0
H065,4.046338368154823e-05
H066,5.705895879044579e-05
H067,0.00019900969553914477
H068,4.016073048986131e-05
H069,0.0
H070,0.0
H071,7.328665227696874e-05
H072,9.271839338986303e-05
H073,2.3787111297645854e-05
H074,0.0001124584952021008
H075,0.0002249169904042016
H076,4.5637845671430646e-06
H077,0.0
H078,0.0
H079,0.00018845984262674342
H080,4.27662896579384e-06
H081,0.0
H082,0.00011280392419566922
H083,6.75649599904525e-05
H084,1.3131895092543752e-05
H085,0.0
H086,0.0001171766758364446
H087,8.614500488599296e-05
H088,0.0
H089,5.077694516082778e-06
H090,0.0016796461723693457
H091,5.4403256120100836e-05
H092,0.0002472779208316808
H093,0.0
H094,0.0
H095,0.00023303481459468646
H096,0.0
H097,3.884336001627142e-05
H098,6.659566032246388e-06
H099,8.645598631088969e-05
H100,0.0003712138203162562
H101,7.957135546519325e-05
H102,9.455989846582316e-05
H103,8.613499728595153e-05
H104,0.0
H105,0.00027128611662683783
H106,0.0
H107,0.0
H108,0.00017102643399456195
H109,0.002133213162900727
H110,0.01132371013809086
H111,0.0025857838266518753
H112,0.0006001653830159394
H113,0.0003807883993816488
H114,0.00800107814038433
H115,0.011616408219686857
H116,0.0
H117,0.0014632671011180585
H118,0.0
H119,0.0003045140890834183
H120,0.002009792987950561
H121,0.001525841029797442
H122,0.0
H123,0.0
H124,0.0014037951833238782
H125,0.0006233620156506852
H126,0.005447282626498628
H127,0.0005741514742573843
H128,0.002471837507678668
H129,0.00020918659639970573
H130,0.00010487237931542652
H131,0.0
H132,0.00013831361352965635
H133,0.004764974622618318
H134,0.002057001531263773
H135,0.00027623041290540976
H136,0.00015114674275941995
H137,0.0
H138,0.000584472803108785
H139,0.0008509657703290447
H140,0.0005339443346018062
H141,0.00039676542643677867
H142,0.0
H143,0.002590309420150801
H144,0.0020007062922585686
H145,0.0023188045036347704
H146,0.00021700339516064006
H147,0.000880923500427231
H148,0.0013020203709638402
H149,0.0
H150,0.0005524221892930021
H151,0.0005364342424435713
H152,0.0009029036625572813
H153,0.0
H154,0.0005983029506427183
H155,0.0002427076940279695
H156,0.0002480050305610754
H157,0.0
H158,7.002021918987968e-05
H159,0.0
H160,3.6008914524751654e-05
H161,7.947426974338222e-05
H162,0.00020673190767371696
H163,9.303741365100888e-06
H164,0.0
H165,1.8393778075924035e-05
H166,1.8417285771852823e-05
H167,5.401941610631815e-05
H168,0.0
H169,0.0
H170,7.736645951470259e-05
