,HC_ID,GEOID,dist,trvl_time
339215,H272,48383950100,0,-999.0
339216,H272,48431950100,0,-999.0
339217,H272,48133950400,0,-999.0
339218,H272,48133950200,0,-999.0
339219,H272,48133950300,0,-999.0
339220,H272,48133950500,0,-999.0
339229,H272,48083950600,0,-999.0
339230,H272,48151950300,0,-999.0
339231,H272,48173950100,0,-999.0
339232,H272,48053960600,0,-999.0
339233,H272,48053960200,0,-999.0
339234,H272,48053960300,0,-999.0
339235,H272,48053960500,0,-999.0
339236,H272,48053960400,0,-999.0
339237,H272,48435950300,0,-999.0
339238,H272,48441013300,0,-999.0
339239,H272,48441013402,0,-999.0
339240,H272,48441013500,0,-999.0
339241,H272,48441011700,0,-999.0
339242,H272,48105950100,0,-999.0
339243,H272,48193950200,0,-999.0
339244,H272,48019000200,0,-999.0
339245,H272,48031950100,0,-999.0
339247,H272,48441980000,0,-999.0
339248,H272,48265960600,0,-999.0
339249,H272,48265960800,0,-999.0
339250,H272,48265960100,0,-999.0
339251,H272,48265960200,0,-999.0
339252,H272,48265960700,0,-999.0
339253,H272,48417950300,0,-999.0
339266,H272,48265960500,0,-999.0
339267,H272,48227950900,0,-999.0
339268,H272,48171950400,0,-999.0
339269,H272,48171950300,0,-999.0
339270,H272,48171950500,0,-999.0
339271,H272,48171950200,0,-999.0
339272,H272,48171950100,0,-999.0
339273,H272,48059030200,0,-999.0
339274,H272,48281950500,0,-999.0
339275,H272,48281950400,0,-999.0
339276,H272,48281950100,0,-999.0
339278,H272,48049951200,0,-999.0
339279,H272,48049950600,0,-999.0
339280,H272,48049950300,0,-999.0
339281,H272,48049950200,0,-999.0
339282,H272,48049950900,0,-999.0
339283,H272,48049950500,0,-999.0
339284,H272,48429950500,0,-999.0
339285,H272,48353950100,0,-999.0
339286,H272,48353950500,0,-999.0
339287,H272,48353950200,0,-999.0
339288,H272,48353950400,0,-999.0
339289,H272,48353950300,0,-999.0
339290,H272,48333950100,0,-999.0
339291,H272,48333950200,0,-999.0
339292,H272,48335950400,0,-999.0
339293,H272,48465950800,0,-999.0
339304,H272,48137950300,0,-999.0
339306,H272,48253020101,0,-999.0
339307,H272,48253020102,0,-999.0
339308,H272,48253020500,0,-999.0
339309,H272,48299970600,0,-999.0
339310,H272,48299970100,0,-999.0
339311,H272,48299970300,0,-999.0
339312,H272,48299970400,0,-999.0
339313,H272,48299970500,0,-999.0
339314,H272,48299970200,0,-999.0
339315,H272,48335950200,0,-999.0
339316,H272,48049950700,0,-999.0
339318,H272,48049950100,0,-999.0
339319,H272,48049950800,0,-999.0
339320,H272,48049951000,0,-999.0
339321,H272,48049951100,0,-999.0
339322,H272,48259970100,0,-999.0
339323,H272,48441013404,0,-999.0
339324,H272,48281950302,0,-999.0
339325,H272,48081950200,0,-999.0
339333,H272,48093950100,0,-999.0
339334,H272,48093950200,0,-999.0
339335,H272,48093950400,0,-999.0
339336,H272,48093950300,0,-999.0
339337,H272,48265960301,0,-999.0
339338,H272,48265960302,0,-999.0
339339,H272,48265960402,0,-999.0
339340,H272,48059030102,0,-999.0
339341,H272,48265960401,0,-999.0
339342,H272,48059030101,0,-999.0
339343,H272,48385950100,0,-999.0
339344,H272,48441012802,0,-999.0
339345,H272,48441012801,0,-999.0
339346,H272,48441012900,0,-999.0
339347,H272,48441011000,0,-999.0
339348,H272,48441013600,0,-999.0
339349,H272,48441010100,0,-999.0
339350,H272,48441013401,0,-999.0
339351,H272,48441013200,0,-999.0
339352,H272,48441010200,0,-999.0
339353,H272,48441010300,0,-999.0
339354,H272,48441010400,0,-999.0
339355,H272,48441010500,0,-999.0
339356,H272,48441010600,0,-999.0
339357,H272,48441010700,0,-999.0
339358,H272,48441010800,0,-999.0
339359,H272,48441010900,0,-999.0
339360,H272,48441011200,0,-999.0
339361,H272,48441011300,0,-999.0
339362,H272,48441011400,0,-999.0
339363,H272,48441011500,0,-999.0
339364,H272,48441011600,0,-999.0
339365,H272,48441011900,0,-999.0
339366,H272,48441012000,0,-999.0
339367,H272,48441012100,0,-999.0
339368,H272,48441012200,0,-999.0
339369,H272,48441012300,0,-999.0
339370,H272,48441012400,0,-999.0
339371,H272,48441012500,0,-999.0
339372,H272,48441012600,0,-999.0
339373,H272,48441012700,0,-999.0
339374,H272,48441013000,0,-999.0
339375,H272,48441013100,0,-999.0
339376,H272,48411950200,0,-999.0
339377,H272,48411950100,0,-999.0
