,HC_ID,GEOID,dist,trvl_time
172749,H111,48113011800,0,73.23725272360024
172750,H111,48113012208,0,69.75968607684129
172765,H111,48113018002,0,65.3043217563853
172767,H111,48113009105,0,73.6787312930381
172768,H111,48113012210,0,68.99240410031948
172775,H111,48113018124,0,64.09324972953459
172792,H111,48397040200,0,56.04688279643563
172793,H111,48397040301,0,61.03497883712764
172794,H111,48397040302,0,54.510606233821335
172802,H111,48113001202,0,72.1680977419256
172803,H111,48113001203,0,72.39931248529962
172805,H111,48113011900,0,72.01710835358526
172817,H111,48113018205,0,66.85852848587416
172818,H111,48113011500,0,74.51573593404463
172829,H111,48397040401,0,49.67784079975329
172855,H111,48257050204,0,68.31322562088016
172876,H111,48067950700,0,67.74516538039309
172877,H111,48067950200,0,63.354406883312194
172884,H111,48231961501,0,55.3853838635204
172898,H111,48063950200,0,46.695959085362816
172903,H111,48113011701,0,74.79926310397335
172904,H111,48113011702,0,73.03887191133498
172905,H111,48113012000,0,71.4464658748261
172906,H111,48113012100,0,70.55054999298967
172907,H111,48113012204,0,69.82906639475024
172908,H111,48113012206,0,70.03741343606265
172909,H111,48113012207,0,68.69765800987236
172914,H111,48113007804,0,74.59378757245653
172915,H111,48113007805,0,74.51229594204906
172916,H111,48113007811,0,71.58603054291818
172923,H111,48113002500,0,71.96758252363624
172924,H111,48113002702,0,73.34599312919977
172925,H111,48113019019,0,73.49721759616169
172926,H111,48257050206,0,74.90203066382064
172931,H111,48257050205,0,67.01082361012145
172933,H111,48499950500,0,38.04360290800806
172934,H111,48499950100,0,39.51348661923541
172941,H111,48499950800,0,50.354026143692714
172942,H111,48499950400,0,40.58628881751515
172943,H111,48499950700,0,49.43008031552209
172944,H111,48499950200,0,31.414014521460782
172948,H111,48113007902,0,73.94870385944799
172949,H111,48113002200,0,73.94488321225876
172950,H111,48113002400,0,71.76488892906889
172951,H111,48113002701,0,72.0437848202538
172954,H111,48113009202,0,73.98953781585715
172955,H111,48113009301,0,74.66416689066187
172956,H111,48113009304,0,74.86105672547338
172986,H111,48397040102,0,58.86384496443999
172987,H111,48397040402,0,51.46737584227949
172988,H111,48397040504,0,60.45943549862549
172989,H111,48397040506,0,60.783563368979735
172990,H111,48397040505,0,54.904606758152084
172991,H111,48113018503,0,72.20837940986503
172997,H111,48113018300,0,68.21102566775745
172998,H111,48113018401,0,68.29928187884046
172999,H111,48113018402,0,67.04547461068427
173000,H111,48113018403,0,66.80290385110918
173001,H111,48113018600,0,70.13447320865859
173002,H111,48113018700,0,68.81836801478279
173004,H111,48231960800,0,34.802472211959795
173005,H111,48231961100,0,38.759792102438205
173006,H111,48231961400,0,44.699125964169816
173007,H111,48231961600,0,49.17364336718205
173008,H111,48231960300,0,49.43866907094359
173009,H111,48231960900,0,33.461251878719445
173011,H111,48085030512,0,71.05734590957506
173012,H111,48085031632,0,71.24152571773493
173014,H111,48085031506,0,69.75904116323913
173015,H111,48085031900,0,74.08340457420462
173016,H111,48085030100,0,57.29116613591539
173017,H111,48085031001,0,60.18106153009739
173018,H111,48387950600,0,52.805931076292644
173019,H111,48387950100,0,74.83961158768771
173020,H111,48387950500,0,64.84554286099053
173035,H111,48223950500,0,3.0902885017824038
173036,H111,48223950800,0,12.891191054310681
173037,H111,48223950100,0,16.761370284201263
173038,H111,48223950600,0,5.114014121204493
173039,H111,48223950700,0,18.836343175448288
173040,H111,48223950200,0,17.775379695149923
173041,H111,48223950300,0,0.35278407494267233
173042,H111,48085030515,0,67.57421920112718
173043,H111,48085030530,0,65.91416862340242
173044,H111,48085032012,0,73.84390537450743
173045,H111,48085030506,0,73.09159185361186
173046,H111,48085031662,0,73.16360350168861
173047,H111,48119950200,0,24.12628822661668
173048,H111,48119950100,0,25.951713516414927
173049,H111,48085030405,0,74.52837392855962
173050,H111,48113018118,0,63.822575333938595
173051,H111,48113018120,0,68.79018743318512
173054,H111,48085031507,0,69.24882800661346
173055,H111,48085031659,0,74.92839413760782
173062,H111,48113018121,0,67.0424890727591
173063,H111,48113018122,0,69.17523320068854
173064,H111,48113018123,0,67.96479211512185
173065,H111,48113018126,0,66.22549365692635
173066,H111,48113018127,0,66.28988969599348
173081,H111,48113018128,0,64.01066224086038
173082,H111,48113018129,0,65.88257925349534
173087,H111,48085031631,0,72.80494367375393
173098,H111,48467950500,0,52.98133963439031
173099,H111,48467950700,0,56.71467808322237
173100,H111,48467951000,0,67.916896702771
173101,H111,48467950300,0,45.942219015697994
173102,H111,48467950400,0,53.47121250457785
173103,H111,48467950800,0,65.96434510539802
173104,H111,48467950900,0,73.22748443922342
173105,H111,48467950600,0,56.957678437720155
173106,H111,48467950100,0,52.556105260531425
173107,H111,48467950200,0,51.00293358011891
173137,H111,48231961503,0,45.24574703349092
173138,H111,48231961502,0,47.00169961043736
173150,H111,48085031311,0,68.46656434696717
173151,H111,48113019040,0,74.33840131545092
173152,H111,48113018506,0,70.7978268415111
173163,H111,48113018501,0,70.82590935472176
173168,H111,48085031802,0,74.93187694777984
173252,H111,48113018111,0,65.86003762651714
173256,H111,48113008400,0,71.76076844842858
173257,H111,48113008500,0,71.09942666574442
173263,H111,48113009104,0,73.05110281734768
173267,H111,48085031003,0,57.56138342201041
173268,H111,48085030203,0,71.34741532080649
173269,H111,48085030302,0,69.82399430753898
173270,H111,48085030603,0,62.663350239013894
173271,H111,48085030529,0,69.55123139996387
173273,H111,48085032010,0,74.63909204501505
