,HC_ID,GEOID,dist,trvl_time
339380,H273,48307950500,0,-999.0
339381,H273,48383950100,0,-999.0
339382,H273,48431950100,0,-999.0
339383,H273,48029181303,0,-999.0
339384,H273,48029182103,0,-999.0
339385,H273,48029181602,0,-999.0
339386,H273,48029182101,0,-999.0
339387,H273,48029980001,0,-999.0
339388,H273,48029181503,0,-999.0
339389,H273,48029182102,0,-999.0
339390,H273,48029191804,0,-999.0
339391,H273,48453001768,0,-999.0
339392,H273,48029191806,0,-999.0
339393,H273,48029191413,0,-999.0
339394,H273,48029191411,0,-999.0
339395,H273,48209010807,0,-999.0
339396,H273,48271950100,0,-999.0
339397,H273,48399950500,0,-999.0
339398,H273,48399950600,0,-999.0
339399,H273,48399950100,0,-999.0
339400,H273,48019000101,0,-999.0
339401,H273,48029121908,0,-999.0
339404,H273,48083950700,0,-999.0
339405,H273,48083950300,0,-999.0
339406,H273,48083950600,0,-999.0
339407,H273,48053960600,0,-999.0
339408,H273,48053960700,0,-999.0
339409,H273,48053960200,0,-999.0
339410,H273,48053960300,0,-999.0
339411,H273,48053960500,0,-999.0
339412,H273,48053960400,0,-999.0
339413,H273,48053960800,0,-999.0
339414,H273,48029191813,0,-999.0
339415,H273,48453001764,0,-999.0
339416,H273,48029181817,0,-999.0
339417,H273,48029191817,0,-999.0
339419,H273,48029191405,0,-999.0
339420,H273,48029181729,0,-999.0
339421,H273,48029171902,0,-999.0
339422,H273,48259970402,0,-999.0
339423,H273,48259970401,0,-999.0
339424,H273,48259970301,0,-999.0
339425,H273,48029191815,0,-999.0
339426,H273,48029171922,0,-999.0
339427,H273,48209010803,0,-999.0
339428,H273,48209010808,0,-999.0
339429,H273,48105950100,0,-999.0
339430,H273,48029191814,0,-999.0
339431,H273,48029172006,0,-999.0
339432,H273,48463950200,0,-999.0
339433,H273,48463950100,0,-999.0
339434,H273,48463950500,0,-999.0
339435,H273,48463950400,0,-999.0
339436,H273,48463950300,0,-999.0
339437,H273,48029181822,0,-999.0
339438,H273,48029181818,0,-999.0
339439,H273,48029181821,0,-999.0
339440,H273,48029181724,0,-999.0
339441,H273,48029181723,0,-999.0
339442,H273,48029181726,0,-999.0
339443,H273,48029181721,0,-999.0
339445,H273,48029181720,0,-999.0
339446,H273,48029181826,0,-999.0
339447,H273,48029181824,0,-999.0
339448,H273,48029181823,0,-999.0
339449,H273,48029181901,0,-999.0
339450,H273,48029191701,0,-999.0
339451,H273,48029191412,0,-999.0
339452,H273,48091310608,0,-999.0
339453,H273,48091310605,0,-999.0
339454,H273,48029181403,0,-999.0
339455,H273,48029171915,0,-999.0
339456,H273,48029171921,0,-999.0
339457,H273,48029171923,0,-999.0
339458,H273,48091310702,0,-999.0
339459,H273,48019000200,0,-999.0
339460,H273,48019000300,0,-999.0
339461,H273,48019000400,0,-999.0
339462,H273,48029161902,0,-999.0
339463,H273,48091310604,0,-999.0
339464,H273,48029181725,0,-999.0
339465,H273,48029181722,0,-999.0
339466,H273,48029181730,0,-999.0
339467,H273,48029121904,0,-999.0
339468,H273,48029191808,0,-999.0
339469,H273,48029191810,0,-999.0
339470,H273,48029192300,0,-999.0
339471,H273,48029171913,0,-999.0
339472,H273,48029171916,0,-999.0
339473,H273,48029191506,0,-999.0
339474,H273,48029171914,0,-999.0
339475,H273,48029171918,0,-999.0
339476,H273,48029171925,0,-999.0
339477,H273,48029181727,0,-999.0
339478,H273,48029171924,0,-999.0
339479,H273,48029980005,0,-999.0
339480,H273,48029191812,0,-999.0
339481,H273,48029171917,0,-999.0
339482,H273,48029172005,0,-999.0
339483,H273,48029181731,0,-999.0
339484,H273,48029181728,0,-999.0
339485,H273,48029181404,0,-999.0
339486,H273,48029191505,0,-999.0
339487,H273,48029172004,0,-999.0
339488,H273,48029181815,0,-999.0
339489,H273,48029181813,0,-999.0
339490,H273,48029121905,0,-999.0
339491,H273,48029172003,0,-999.0
339492,H273,48029191503,0,-999.0
339493,H273,48029191504,0,-999.0
339494,H273,48029181820,0,-999.0
339495,H273,48029181814,0,-999.0
339496,H273,48029181816,0,-999.0
339497,H273,48029181819,0,-999.0
