,HC_ID,GEOID,dist,trvl_time
628754,H552,48127950200,0,69.13223480080515
628755,H552,48271950100,0,56.528748392546746
628757,H552,48463950200,0,68.90597413869907
628759,H552,48463950500,0,56.49488283791671
628760,H552,48463950400,0,59.14833203308481
628761,H552,48463950300,0,58.77971496868409
628778,H552,48323950201,0,33.1514317886012
628779,H552,48323950500,0,6.181896498253164
628780,H552,48323950400,0,4.2145247654522935
628781,H552,48323950602,0,4.404091486653796
628782,H552,48323950300,0,4.461704063861664
628783,H552,48323950601,0,4.740334098081178
628784,H552,48127950400,0,64.14708011825034
628789,H552,48323950205,0,6.082337121394522
628790,H552,48323950700,0,26.114871909300554
628798,H552,48323950204,0,6.7868238124634575
628800,H552,48507950100,0,53.423652160431004
628801,H552,48507950301,0,57.87146801625933
628802,H552,48507950302,0,50.7505250049192
628803,H552,48507950200,0,44.052929402690644
