,HC_ID,GEOID,dist,trvl_time
635714,H586,48381021900,0,-999.0
635715,H586,48381021801,0,-999.0
635722,H586,48303010101,0,-999.0
635739,H586,48303010600,0,-999.0
635765,H586,48303010700,0,-999.0
635778,H586,48011950100,0,-999.0
635781,H586,48153950500,0,-999.0
635782,H586,48153950600,0,-999.0
635783,H586,48115950500,0,-999.0
635784,H586,48115950600,0,-999.0
635785,H586,48437950200,0,-999.0
635786,H586,48437950300,0,-999.0
635787,H586,48437950400,0,-999.0
635788,H586,48033950100,0,-999.0
635789,H586,48345950100,0,-999.0
635790,H586,48165950300,0,-999.0
635791,H586,48165950100,0,-999.0
635792,H586,48165950200,0,-999.0
635793,H586,48169950100,0,-999.0
635794,H586,48117950600,0,-999.0
635797,H586,48189950400,0,-999.0
635798,H586,48189950300,0,-999.0
635800,H586,48189950500,0,-999.0
635801,H586,48189950700,0,-999.0
635802,H586,48189950600,0,-999.0
635803,H586,48189950100,0,-999.0
635804,H586,48189950800,0,-999.0
635805,H586,48115950402,0,-999.0
635806,H586,48115950401,0,-999.0
635820,H586,48189950200,0,-999.0
635828,H586,48305950400,0,-999.0
635829,H586,48305950600,0,-999.0
635830,H586,48305950500,0,-999.0
635831,H586,48125950300,0,-999.0
635832,H586,48045950200,0,-999.0
635833,H586,48381021704,0,-999.0
635834,H586,48069950300,0,-999.0
635836,H586,48069950100,0,-999.0
635837,H586,48003950200,0,-999.0
635838,H586,48003950100,0,-999.0
635839,H586,48003950400,0,-999.0
635840,H586,48003950300,0,-999.0
635842,H586,48381021802,0,-999.0
635843,H586,48107950100,0,-999.0
635844,H586,48107950300,0,-999.0
635845,H586,48107950200,0,-999.0
635846,H586,48317950100,0,-999.0
635847,H586,48117950400,0,-999.0
635848,H586,48117950500,0,-999.0
635849,H586,48117950300,0,-999.0
