,HC_ID,GEOID,dist,trvl_time
595348,H519,48307950300,0,62.4372711853685
595349,H519,48307950400,0,57.347961813618916
595351,H519,48029121000,0,68.76431167003845
595353,H519,48029190700,0,65.14326377746782
595354,H519,48029110100,0,67.6975384109756
595355,H519,48029120800,0,68.76762723744456
595356,H519,48029120701,0,67.56403024738701
595357,H519,48029120901,0,68.58791724232627
595358,H519,48029120702,0,67.60701176363635
595359,H519,48029120902,0,69.09079638373076
595361,H519,48029170102,0,67.15421827697668
595362,H519,48029130800,0,71.77786062105777
595363,H519,48029190100,0,65.41518025541195
595364,H519,48029121110,0,66.881211315251
595365,H519,48029121111,0,68.96953299581173
595366,H519,48029121112,0,68.28060613520361
595367,H519,48029110600,0,66.75222502227606
595368,H519,48029110700,0,66.09972697774988
595369,H519,48029110500,0,68.30416036262956
595370,H519,48029121108,0,66.81394923181179
595371,H519,48029120100,0,70.09210710189767
595372,H519,48029120300,0,68.93382285393349
595373,H519,48029121402,0,74.82907550826849
595374,H519,48029121403,0,73.05421561062332
595375,H519,48029121116,0,65.87348914738033
595376,H519,48029121117,0,65.23703742463583
595377,H519,48029121300,0,71.78444450355144
595379,H519,48029181303,0,59.45208148707211
595381,H519,48029130900,0,73.57310576976889
595382,H519,48029181602,0,67.53112154845854
595383,H519,48029160200,0,69.72072986393299
595384,H519,48029130200,0,70.30169600871645
595385,H519,48029190902,0,67.0189922088272
595386,H519,48029182101,0,47.920880938232294
595387,H519,48029980002,0,73.97880512173134
595388,H519,48029111000,0,68.98236583089198
595389,H519,48029980001,0,66.42856380822815
595390,H519,48029181503,0,61.65331751111205
595392,H519,48029121118,0,64.48594623292477
595393,H519,48029120400,0,70.22689835957324
595394,H519,48029120501,0,72.22192183733482
595395,H519,48029140400,0,71.76570139527628
595397,H519,48029151400,0,74.0581287387246
595399,H519,48029160702,0,70.39213374157372
595403,H519,48029171100,0,69.26052016227926
595404,H519,48029171801,0,71.30461275272047
595405,H519,48029182102,0,48.50957205254497
595406,H519,48029191804,0,70.41727202728299
595408,H519,48029151500,0,73.92751413228386
595409,H519,48029121205,0,70.57218705066336
595410,H519,48029121804,0,69.47954832585427
595412,H519,48029140600,0,74.20966034325734
595413,H519,48029180202,0,63.853189993975946
595415,H519,48029120502,0,70.7282729593018
595416,H519,48029120600,0,70.69557856860595
595417,H519,48029121203,0,70.8581011366976
595418,H519,48029121204,0,69.50813160959467
595419,H519,48029121206,0,70.26486875394272
595420,H519,48029121115,0,66.77771285750849
595429,H519,48453001740,0,73.17646733625011
595432,H519,48453001768,0,67.47937061835785
595440,H519,48029191806,0,60.37743273761439
595442,H519,48453001749,0,71.23612750067062
