,HC_ID,GEOID,dist,trvl_time
631254,H557,48381021900,0,-999.0
631255,H557,48381021702,0,-999.0
631256,H557,48381021801,0,-999.0
631257,H557,48381020900,0,-999.0
631258,H557,48381021602,0,-999.0
631259,H557,48381020100,0,-999.0
631260,H557,48381020500,0,-999.0
631261,H557,48381021101,0,-999.0
631262,H557,48381022002,0,-999.0
631263,H557,48381022001,0,-999.0
631264,H557,48381021608,0,-999.0
631265,H557,48381021609,0,-999.0
631271,H557,48369950200,0,-999.0
631272,H557,48011950100,0,-999.0
631273,H557,48065950100,0,-999.0
631274,H557,48065950200,0,-999.0
631275,H557,48381020400,0,-999.0
631276,H557,48381020600,0,-999.0
631277,H557,48381020200,0,-999.0
631278,H557,48381020300,0,-999.0
631280,H557,48437950200,0,-999.0
631281,H557,48393950100,0,-999.0
631282,H557,48375011700,0,-999.0
631283,H557,48375011900,0,-999.0
631284,H557,48375012000,0,-999.0
631286,H557,48375012600,0,-999.0
631289,H557,48375013200,0,-999.0
631290,H557,48375015400,0,-999.0
631291,H557,48375014401,0,-999.0
631292,H557,48375980000,0,-999.0
631293,H557,48233950500,0,-999.0
631294,H557,48233951000,0,-999.0
631295,H557,48233950200,0,-999.0
631297,H557,48233950600,0,-999.0
631300,H557,48179950300,0,-999.0
631301,H557,48179950700,0,-999.0
631302,H557,48179950600,0,-999.0
631303,H557,48179950500,0,-999.0
631304,H557,48179950100,0,-999.0
631305,H557,48179950400,0,-999.0
631306,H557,48117950600,0,-999.0
631307,H557,48179950800,0,-999.0
631309,H557,48195950100,0,-999.0
631310,H557,48195950300,0,-999.0
631312,H557,48375014300,0,-999.0
631315,H557,48375015300,0,-999.0
631316,H557,48375011800,0,-999.0
631317,H557,48375010100,0,-999.0
631318,H557,48375010300,0,-999.0
631319,H557,48375010400,0,-999.0
631320,H557,48375010200,0,-999.0
631321,H557,48375011500,0,-999.0
631322,H557,48375010600,0,-999.0
631323,H557,48375010700,0,-999.0
631324,H557,48375011000,0,-999.0
631325,H557,48375011600,0,-999.0
631326,H557,48381021102,0,-999.0
631327,H557,48381021703,0,-999.0
631328,H557,48381021704,0,-999.0
631329,H557,48069950100,0,-999.0
631330,H557,48381020800,0,-999.0
631331,H557,48381021000,0,-999.0
631332,H557,48381021200,0,-999.0
631333,H557,48381021300,0,-999.0
631334,H557,48381021500,0,-999.0
631336,H557,48381021603,0,-999.0
631337,H557,48381021604,0,-999.0
631338,H557,48381021605,0,-999.0
631339,H557,48381021606,0,-999.0
631340,H557,48381021802,0,-999.0
631341,H557,48357950300,0,-999.0
631342,H557,48357950400,0,-999.0
631343,H557,48357950100,0,-999.0
631344,H557,48375013300,0,-999.0
631346,H557,48375014500,0,-999.0
631347,H557,48375014700,0,-999.0
631349,H557,48375014900,0,-999.0
631353,H557,48117950400,0,-999.0
631354,H557,48117950500,0,-999.0
631355,H557,48117950300,0,-999.0
