,HC_ID,GEOID,dist,trvl_time
642137,H623,48383950100,0,-999.0
642138,H623,48103950100,0,-999.0
642142,H623,48173950100,0,-999.0
642143,H623,48329010107,0,-999.0
642144,H623,48105950100,0,-999.0
642145,H623,48445950100,0,-999.0
642147,H623,48227950801,0,-999.0
642149,H623,48115950500,0,-999.0
642150,H623,48115950600,0,-999.0
642156,H623,48033950100,0,-999.0
642157,H623,48443950100,0,-999.0
642158,H623,48227950100,0,-999.0
642159,H623,48227950600,0,-999.0
642160,H623,48227950300,0,-999.0
642161,H623,48227950700,0,-999.0
642162,H623,48227950500,0,-999.0
642163,H623,48227950900,0,-999.0
642164,H623,48227950400,0,-999.0
642165,H623,48243950100,0,-999.0
642166,H623,48227950802,0,-999.0
642171,H623,48135003000,0,-999.0
642172,H623,48165950300,0,-999.0
642173,H623,48165950100,0,-999.0
642174,H623,48165950200,0,-999.0
642175,H623,48329010114,0,-999.0
642176,H623,48501950200,0,-999.0
642177,H623,48501950100,0,-999.0
642178,H623,48329000100,0,-999.0
642179,H623,48329000401,0,-999.0
642180,H623,48329000500,0,-999.0
642181,H623,48329001100,0,-999.0
642182,H623,48329000304,0,-999.0
642183,H623,48329001200,0,-999.0
642184,H623,48329001300,0,-999.0
642185,H623,48329001400,0,-999.0
642186,H623,48329001500,0,-999.0
642187,H623,48329001700,0,-999.0
642188,H623,48329010104,0,-999.0
642189,H623,48329010105,0,-999.0
642190,H623,48329010108,0,-999.0
642191,H623,48329010109,0,-999.0
642192,H623,48115950402,0,-999.0
642193,H623,48115950401,0,-999.0
642194,H623,48301950100,0,-999.0
642195,H623,48329980000,0,-999.0
642196,H623,48329010200,0,-999.0
642197,H623,48371950300,0,-999.0
642198,H623,48371950100,0,-999.0
642199,H623,48371950400,0,-999.0
642200,H623,48371950500,0,-999.0
642201,H623,48043950500,0,-999.0
642202,H623,48329000305,0,-999.0
642203,H623,48329010112,0,-999.0
642204,H623,48461950100,0,-999.0
642205,H623,48461950200,0,-999.0
642206,H623,48329000302,0,-999.0
642207,H623,48329000303,0,-999.0
642208,H623,48329010113,0,-999.0
642209,H623,48329010106,0,-999.0
642210,H623,48329000200,0,-999.0
642211,H623,48329000402,0,-999.0
642212,H623,48329000600,0,-999.0
642213,H623,48305950600,0,-999.0
642214,H623,48109950300,0,-999.0
642229,H623,48317950100,0,-999.0
642230,H623,48317950200,0,-999.0
642235,H623,48389950500,0,-999.0
642242,H623,48135002501,0,-999.0
