"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"4892","659","1400000US48201332200","Census Tract 3322, Harris County, Texas"
"3165","411","1400000US48201332300","Census Tract 3323, Harris County, Texas"
"4115","493","1400000US48201332400","Census Tract 3324, Harris County, Texas"
"2949","561","1400000US48201332500","Census Tract 3325, Harris County, Texas"
"7359","1045","1400000US48201332600","Census Tract 3326, Harris County, Texas"
"2555","328","1400000US48201332700","Census Tract 3327, Harris County, Texas"
"5011","559","1400000US48201332800","Census Tract 3328, Harris County, Texas"
"5422","551","1400000US48201332900","Census Tract 3329, Harris County, Texas"
"4027","562","1400000US48201333000","Census Tract 3330, Harris County, Texas"
"4374","514","1400000US48201333100","Census Tract 3331, Harris County, Texas"
"4691","444","1400000US48201333201","Census Tract 3332.01, Harris County, Texas"
"5949","838","1400000US48201333202","Census Tract 3332.02, Harris County, Texas"
"10222","861","1400000US48201333300","Census Tract 3333, Harris County, Texas"
"6236","831","1400000US48201333500","Census Tract 3335, Harris County, Texas"
"4452","552","1400000US48201333600","Census Tract 3336, Harris County, Texas"
"3565","275","1400000US48201333700","Census Tract 3337, Harris County, Texas"
"11520","924","1400000US48201333800","Census Tract 3338, Harris County, Texas"
"10209","537","1400000US48201333901","Census Tract 3339.01, Harris County, Texas"
"9431","715","1400000US48201333902","Census Tract 3339.02, Harris County, Texas"
"3746","405","1400000US48201334001","Census Tract 3340.01, Harris County, Texas"
"2338","224","1400000US48201334002","Census Tract 3340.02, Harris County, Texas"
"6478","507","1400000US48201334003","Census Tract 3340.03, Harris County, Texas"
"14703","1428","1400000US48201334100","Census Tract 3341, Harris County, Texas"
"6957","620","1400000US48201340100","Census Tract 3401, Harris County, Texas"
"1546","113","1400000US48201340201","Census Tract 3402.01, Harris County, Texas"
"5356","392","1400000US48201340202","Census Tract 3402.02, Harris County, Texas"
"3989","261","1400000US48201340203","Census Tract 3402.03, Harris County, Texas"
"3878","160","1400000US48201340301","Census Tract 3403.01, Harris County, Texas"
"6728","579","1400000US48201340302","Census Tract 3403.02, Harris County, Texas"
"1319","71","1400000US48201340400","Census Tract 3404, Harris County, Texas"
"6899","851","1400000US48201340500","Census Tract 3405, Harris County, Texas"
"2508","155","1400000US48201340600","Census Tract 3406, Harris County, Texas"
"8000","765","1400000US48201340700","Census Tract 3407, Harris County, Texas"
"5955","316","1400000US48201340800","Census Tract 3408, Harris County, Texas"
"4522","472","1400000US48201340900","Census Tract 3409, Harris County, Texas"
"8759","656","1400000US48201341000","Census Tract 3410, Harris County, Texas"
"4268","411","1400000US48201341100","Census Tract 3411, Harris County, Texas"
"3977","528","1400000US48201341201","Census Tract 3412.01, Harris County, Texas"
"4643","217","1400000US48201341202","Census Tract 3412.02, Harris County, Texas"
"5214","640","1400000US48201341301","Census Tract 3413.01, Harris County, Texas"
"2896","276","1400000US48201341302","Census Tract 3413.02, Harris County, Texas"
"4900","413","1400000US48201341400","Census Tract 3414, Harris County, Texas"
"6467","462","1400000US48201341501","Census Tract 3415.01, Harris County, Texas"
"4376","321","1400000US48201341502","Census Tract 3415.02, Harris County, Texas"
"6805","438","1400000US48201341600","Census Tract 3416, Harris County, Texas"
"3076","389","1400000US48201341700","Census Tract 3417, Harris County, Texas"
"2358","302","1400000US48201341800","Census Tract 3418, Harris County, Texas"
"7044","451","1400000US48201342001","Census Tract 3420.01, Harris County, Texas"
"3352","262","1400000US48201342002","Census Tract 3420.02, Harris County, Texas"
"4323","289","1400000US48201342100","Census Tract 3421, Harris County, Texas"
"3883","539","1400000US48201342200","Census Tract 3422, Harris County, Texas"
"8278","786","1400000US48201342300","Census Tract 3423, Harris County, Texas"
"3436","360","1400000US48201342400","Census Tract 3424, Harris County, Texas"
"5653","481","1400000US48201342500","Census Tract 3425, Harris County, Texas"
"4891","368","1400000US48201342700","Census Tract 3427, Harris County, Texas"
"8650","446","1400000US48201342800","Census Tract 3428, Harris County, Texas"
"6383","534","1400000US48201342900","Census Tract 3429, Harris County, Texas"
"7043","752","1400000US48201343000","Census Tract 3430, Harris County, Texas"
"4590","449","1400000US48201343100","Census Tract 3431, Harris County, Texas"
"5037","330","1400000US48201343200","Census Tract 3432, Harris County, Texas"
"4951","389","1400000US48201343301","Census Tract 3433.01, Harris County, Texas"
"4815","360","1400000US48201343302","Census Tract 3433.02, Harris County, Texas"
"2907","287","1400000US48201343600","Census Tract 3436, Harris County, Texas"
"3946","500","1400000US48201343700","Census Tract 3437, Harris County, Texas"
"17635","1610","1400000US48201350100","Census Tract 3501, Harris County, Texas"
"8612","863","1400000US48201350200","Census Tract 3502, Harris County, Texas"
"6731","466","1400000US48201350300","Census Tract 3503, Harris County, Texas"
"6756","517","1400000US48201350400","Census Tract 3504, Harris County, Texas"
"7851","799","1400000US48201350500","Census Tract 3505, Harris County, Texas"
"4979","466","1400000US48201350601","Census Tract 3506.01, Harris County, Texas"
"9329","490","1400000US48201350602","Census Tract 3506.02, Harris County, Texas"
"2216","315","1400000US48201350700","Census Tract 3507, Harris County, Texas"
"5391","508","1400000US48201350801","Census Tract 3508.01, Harris County, Texas"
"8737","842","1400000US48201350802","Census Tract 3508.02, Harris County, Texas"
"4811","462","1400000US48201410100","Census Tract 4101, Harris County, Texas"
"5576","452","1400000US48201410200","Census Tract 4102, Harris County, Texas"
"3030","226","1400000US48201410300","Census Tract 4103, Harris County, Texas"
"4019","581","1400000US48201410401","Census Tract 4104.01, Harris County, Texas"
"2433","267","1400000US48201410402","Census Tract 4104.02, Harris County, Texas"
"4560","496","1400000US48201410500","Census Tract 4105, Harris County, Texas"
"4899","493","1400000US48201410600","Census Tract 4106, Harris County, Texas"
"4001","362","1400000US48201410701","Census Tract 4107.01, Harris County, Texas"
"2768","301","1400000US48201410702","Census Tract 4107.02, Harris County, Texas"
"4226","326","1400000US48201410800","Census Tract 4108, Harris County, Texas"
"3198","316","1400000US48201410900","Census Tract 4109, Harris County, Texas"
"5175","511","1400000US48201411000","Census Tract 4110, Harris County, Texas"
"3741","396","1400000US48201411100","Census Tract 4111, Harris County, Texas"
"1871","210","1400000US48201411200","Census Tract 4112, Harris County, Texas"
"4618","607","1400000US48201411300","Census Tract 4113, Harris County, Texas"
"2810","410","1400000US48201411400","Census Tract 4114, Harris County, Texas"
"7519","753","1400000US48201411501","Census Tract 4115.01, Harris County, Texas"
"4146","527","1400000US48201411502","Census Tract 4115.02, Harris County, Texas"
"2425","284","1400000US48201411600","Census Tract 4116, Harris County, Texas"
"3476","387","1400000US48201411700","Census Tract 4117, Harris County, Texas"
"5447","389","1400000US48201411800","Census Tract 4118, Harris County, Texas"
"3298","490","1400000US48201411900","Census Tract 4119, Harris County, Texas"
"3967","439","1400000US48201412000","Census Tract 4120, Harris County, Texas"
"2836","274","1400000US48201412100","Census Tract 4121, Harris County, Texas"
"5953","575","1400000US48201412200","Census Tract 4122, Harris County, Texas"
"7063","286","1400000US48201412300","Census Tract 4123, Harris County, Texas"
"4759","224","1400000US48201412400","Census Tract 4124, Harris County, Texas"
"1652","131","1400000US48201412500","Census Tract 4125, Harris County, Texas"
"3913","284","1400000US48201412600","Census Tract 4126, Harris County, Texas"
"3540","305","1400000US48201412700","Census Tract 4127, Harris County, Texas"
"5179","269","1400000US48201412800","Census Tract 4128, Harris County, Texas"
"4155","459","1400000US48201412900","Census Tract 4129, Harris County, Texas"
"3728","389","1400000US48201413000","Census Tract 4130, Harris County, Texas"
"2827","242","1400000US48201413100","Census Tract 4131, Harris County, Texas"
"2742","356","1400000US48201413201","Census Tract 4132.01, Harris County, Texas"
"3980","336","1400000US48201413202","Census Tract 4132.02, Harris County, Texas"
"7833","695","1400000US48201413300","Census Tract 4133, Harris County, Texas"
"2912","391","1400000US48201420100","Census Tract 4201, Harris County, Texas"
"2660","287","1400000US48201420200","Census Tract 4202, Harris County, Texas"
"3575","301","1400000US48201420300","Census Tract 4203, Harris County, Texas"
"3608","226","1400000US48201420400","Census Tract 4204, Harris County, Texas"
"3926","494","1400000US48201420500","Census Tract 4205, Harris County, Texas"
"2385","134","1400000US48201420600","Census Tract 4206, Harris County, Texas"
"2805","240","1400000US48201420700","Census Tract 4207, Harris County, Texas"
"2183","206","1400000US48201420800","Census Tract 4208, Harris County, Texas"
"7126","343","1400000US48201420900","Census Tract 4209, Harris County, Texas"
"3113","221","1400000US48201421000","Census Tract 4210, Harris County, Texas"
"3060","284","1400000US48201421101","Census Tract 4211.01, Harris County, Texas"
"5456","606","1400000US48201421102","Census Tract 4211.02, Harris County, Texas"
"5652","508","1400000US48201421201","Census Tract 4212.01, Harris County, Texas"
"5450","578","1400000US48201421202","Census Tract 4212.02, Harris County, Texas"
"8107","1080","1400000US48201421300","Census Tract 4213, Harris County, Texas"
"3969","434","1400000US48201421401","Census Tract 4214.01, Harris County, Texas"
"3825","338","1400000US48201421402","Census Tract 4214.02, Harris County, Texas"
"4521","430","1400000US48201421403","Census Tract 4214.03, Harris County, Texas"
"7897","720","1400000US48201421500","Census Tract 4215, Harris County, Texas"
"7173","804","1400000US48201421600","Census Tract 4216, Harris County, Texas"
"4715","340","1400000US48201421700","Census Tract 4217, Harris County, Texas"
"4474","640","1400000US48201421800","Census Tract 4218, Harris County, Texas"
"2701","186","1400000US48201421900","Census Tract 4219, Harris County, Texas"
"2556","273","1400000US48201422000","Census Tract 4220, Harris County, Texas"
"5294","500","1400000US48201422100","Census Tract 4221, Harris County, Texas"
"5433","607","1400000US48201422200","Census Tract 4222, Harris County, Texas"
"6886","1079","1400000US48201422301","Census Tract 4223.01, Harris County, Texas"
"1741","209","1400000US48201422302","Census Tract 4223.02, Harris County, Texas"
"3686","386","1400000US48201422401","Census Tract 4224.01, Harris County, Texas"
"6395","606","1400000US48201422402","Census Tract 4224.02, Harris County, Texas"
"7283","789","1400000US48201422500","Census Tract 4225, Harris County, Texas"
"6816","684","1400000US48201422600","Census Tract 4226, Harris County, Texas"
"5917","540","1400000US48201422701","Census Tract 4227.01, Harris County, Texas"
"3332","340","1400000US48201422702","Census Tract 4227.02, Harris County, Texas"
"5415","768","1400000US48201422800","Census Tract 4228, Harris County, Texas"
"3974","419","1400000US48201422900","Census Tract 4229, Harris County, Texas"
"6004","526","1400000US48201423000","Census Tract 4230, Harris County, Texas"
"2711","439","1400000US48201423100","Census Tract 4231, Harris County, Texas"
"3683","412","1400000US48201423201","Census Tract 4232.01, Harris County, Texas"
"7948","969","1400000US48201423202","Census Tract 4232.02, Harris County, Texas"
"4472","481","1400000US48201423301","Census Tract 4233.01, Harris County, Texas"
"5455","680","1400000US48201423302","Census Tract 4233.02, Harris County, Texas"
"6255","653","1400000US48201423401","Census Tract 4234.01, Harris County, Texas"
"4743","468","1400000US48201423402","Census Tract 4234.02, Harris County, Texas"
"2001","187","1400000US48201423500","Census Tract 4235, Harris County, Texas"
"7790","774","1400000US48201423600","Census Tract 4236, Harris County, Texas"
"5928","673","1400000US48201430100","Census Tract 4301, Harris County, Texas"
"1489","200","1400000US48201430200","Census Tract 4302, Harris County, Texas"
"4825","18","1400000US48201430300","Census Tract 4303, Harris County, Texas"
"3398","46","1400000US48201430400","Census Tract 4304, Harris County, Texas"
"2698","51","1400000US48201430500","Census Tract 4305, Harris County, Texas"
"3952","51","1400000US48201430600","Census Tract 4306, Harris County, Texas"
"3802","379","1400000US48201430700","Census Tract 4307, Harris County, Texas"
"6209","426","1400000US48201430800","Census Tract 4308, Harris County, Texas"
"5587","519","1400000US48201430900","Census Tract 4309, Harris County, Texas"
"6124","750","1400000US48201431000","Census Tract 4310, Harris County, Texas"
"3868","470","1400000US48201431101","Census Tract 4311.01, Harris County, Texas"
"4297","521","1400000US48201431102","Census Tract 4311.02, Harris County, Texas"
"3788","673","1400000US48201431201","Census Tract 4312.01, Harris County, Texas"
"6031","701","1400000US48201431202","Census Tract 4312.02, Harris County, Texas"
"5711","721","1400000US48201431301","Census Tract 4313.01, Harris County, Texas"
"4503","380","1400000US48201431302","Census Tract 4313.02, Harris County, Texas"
"1937","246","1400000US48201431401","Census Tract 4314.01, Harris County, Texas"
"3329","376","1400000US48201431402","Census Tract 4314.02, Harris County, Texas"
"4718","412","1400000US48201431501","Census Tract 4315.01, Harris County, Texas"
"3635","501","1400000US48201431502","Census Tract 4315.02, Harris County, Texas"
"2954","234","1400000US48201431600","Census Tract 4316, Harris County, Texas"
"4642","447","1400000US48201431700","Census Tract 4317, Harris County, Texas"
"3611","413","1400000US48201431801","Census Tract 4318.01, Harris County, Texas"
"4700","716","1400000US48201431802","Census Tract 4318.02, Harris County, Texas"
"4779","554","1400000US48201431900","Census Tract 4319, Harris County, Texas"
"4265","404","1400000US48201432001","Census Tract 4320.01, Harris County, Texas"
"4753","714","1400000US48201432002","Census Tract 4320.02, Harris County, Texas"
"6053","612","1400000US48201432100","Census Tract 4321, Harris County, Texas"
"4494","504","1400000US48201432200","Census Tract 4322, Harris County, Texas"
"7339","782","1400000US48201432300","Census Tract 4323, Harris County, Texas"
"6174","589","1400000US48201432400","Census Tract 4324, Harris County, Texas"
"5289","683","1400000US48201432500","Census Tract 4325, Harris County, Texas"
"2026","259","1400000US48201432600","Census Tract 4326, Harris County, Texas"
"5984","871","1400000US48201432701","Census Tract 4327.01, Harris County, Texas"
"4036","484","1400000US48201432702","Census Tract 4327.02, Harris County, Texas"
"4890","449","1400000US48201432801","Census Tract 4328.01, Harris County, Texas"
"6464","793","1400000US48201432802","Census Tract 4328.02, Harris County, Texas"
"3042","432","1400000US48201432901","Census Tract 4329.01, Harris County, Texas"
"6203","528","1400000US48201432902","Census Tract 4329.02, Harris County, Texas"
"5722","497","1400000US48201433001","Census Tract 4330.01, Harris County, Texas"
"3385","460","1400000US48201433002","Census Tract 4330.02, Harris County, Texas"
"5787","564","1400000US48201433003","Census Tract 4330.03, Harris County, Texas"
"4022","426","1400000US48201433100","Census Tract 4331, Harris County, Texas"
"4940","542","1400000US48201433201","Census Tract 4332.01, Harris County, Texas"
"4269","537","1400000US48201433202","Census Tract 4332.02, Harris County, Texas"
"5121","512","1400000US48201433300","Census Tract 4333, Harris County, Texas"
"4295","528","1400000US48201433400","Census Tract 4334, Harris County, Texas"
"5593","605","1400000US48201433501","Census Tract 4335.01, Harris County, Texas"
"8242","1147","1400000US48201433502","Census Tract 4335.02, Harris County, Texas"
"6571","835","1400000US48201433600","Census Tract 4336, Harris County, Texas"
"7513","878","1400000US48201440100","Census Tract 4401, Harris County, Texas"
"2023","162","1400000US48201450100","Census Tract 4501, Harris County, Texas"
"5450","358","1400000US48201450200","Census Tract 4502, Harris County, Texas"
"8570","1112","1400000US48201450300","Census Tract 4503, Harris County, Texas"
"4612","1139","1400000US48201450400","Census Tract 4504, Harris County, Texas"
"2915","322","1400000US48201450500","Census Tract 4505, Harris County, Texas"
"4124","490","1400000US48201450600","Census Tract 4506, Harris County, Texas"
"6205","443","1400000US48201450700","Census Tract 4507, Harris County, Texas"
"1656","263","1400000US48201450801","Census Tract 4508.01, Harris County, Texas"
"8058","1065","1400000US48201450802","Census Tract 4508.02, Harris County, Texas"
"3091","330","1400000US48201450900","Census Tract 4509, Harris County, Texas"
"5349","612","1400000US48201451001","Census Tract 4510.01, Harris County, Texas"
"5365","715","1400000US48201451002","Census Tract 4510.02, Harris County, Texas"
"3911","344","1400000US48201451100","Census Tract 4511, Harris County, Texas"
"2635","287","1400000US48201451200","Census Tract 4512, Harris County, Texas"
"7329","527","1400000US48201451300","Census Tract 4513, Harris County, Texas"
"3392","412","1400000US48201451401","Census Tract 4514.01, Harris County, Texas"
"4919","536","1400000US48201451402","Census Tract 4514.02, Harris County, Texas"
"5696","584","1400000US48201451403","Census Tract 4514.03, Harris County, Texas"
"5340","601","1400000US48201451500","Census Tract 4515, Harris County, Texas"
"7435","678","1400000US48201451601","Census Tract 4516.01, Harris County, Texas"
"9604","886","1400000US48201451602","Census Tract 4516.02, Harris County, Texas"
"3862","348","1400000US48201451700","Census Tract 4517, Harris County, Texas"
"5399","414","1400000US48201451800","Census Tract 4518, Harris County, Texas"
"7288","619","1400000US48201451901","Census Tract 4519.01, Harris County, Texas"
"2420","167","1400000US48201451902","Census Tract 4519.02, Harris County, Texas"
"8259","929","1400000US48201452000","Census Tract 4520, Harris County, Texas"
"11307","1439","1400000US48201452100","Census Tract 4521, Harris County, Texas"
"5402","552","1400000US48201452201","Census Tract 4522.01, Harris County, Texas"
"3781","544","1400000US48201452202","Census Tract 4522.02, Harris County, Texas"
"2467","280","1400000US48201452300","Census Tract 4523, Harris County, Texas"
"7546","770","1400000US48201452400","Census Tract 4524, Harris County, Texas"
"7684","975","1400000US48201452500","Census Tract 4525, Harris County, Texas"
"9195","1029","1400000US48201452600","Census Tract 4526, Harris County, Texas"
"13362","919","1400000US48201452700","Census Tract 4527, Harris County, Texas"
"5817","558","1400000US48201452801","Census Tract 4528.01, Harris County, Texas"
"7237","607","1400000US48201452802","Census Tract 4528.02, Harris County, Texas"
"4755","525","1400000US48201452900","Census Tract 4529, Harris County, Texas"
"8159","834","1400000US48201453000","Census Tract 4530, Harris County, Texas"
"4216","467","1400000US48201453100","Census Tract 4531, Harris County, Texas"
"8861","989","1400000US48201453200","Census Tract 4532, Harris County, Texas"
"3676","580","1400000US48201453300","Census Tract 4533, Harris County, Texas"
"3143","320","1400000US48201453401","Census Tract 4534.01, Harris County, Texas"
"7644","679","1400000US48201453402","Census Tract 4534.02, Harris County, Texas"
"4589","462","1400000US48201453403","Census Tract 4534.03, Harris County, Texas"
"6824","562","1400000US48201453501","Census Tract 4535.01, Harris County, Texas"
"3768","362","1400000US48201453502","Census Tract 4535.02, Harris County, Texas"
"2308","296","1400000US48201453601","Census Tract 4536.01, Harris County, Texas"
"8321","825","1400000US48201453602","Census Tract 4536.02, Harris County, Texas"
"9123","937","1400000US48201453700","Census Tract 4537, Harris County, Texas"
"4293","625","1400000US48201453800","Census Tract 4538, Harris County, Texas"
"10803","697","1400000US48201453900","Census Tract 4539, Harris County, Texas"
"5201","526","1400000US48201454000","Census Tract 4540, Harris County, Texas"
"3784","428","1400000US48201454100","Census Tract 4541, Harris County, Texas"
"4453","714","1400000US48201454200","Census Tract 4542, Harris County, Texas"
"11974","965","1400000US48201454301","Census Tract 4543.01, Harris County, Texas"
"6375","664","1400000US48201454302","Census Tract 4543.02, Harris County, Texas"
"1186","608","1400000US48201454400","Census Tract 4544, Harris County, Texas"
"9778","519","1400000US48201454501","Census Tract 4545.01, Harris County, Texas"
"2540","153","1400000US48201454502","Census Tract 4545.02, Harris County, Texas"
"5031","527","1400000US48201454600","Census Tract 4546, Harris County, Texas"
"6949","636","1400000US48201454700","Census Tract 4547, Harris County, Texas"
"8434","632","1400000US48201454800","Census Tract 4548, Harris County, Texas"
"12205","678","1400000US48201454900","Census Tract 4549, Harris County, Texas"
"2838","250","1400000US48201455000","Census Tract 4550, Harris County, Texas"
"7134","821","1400000US48201455101","Census Tract 4551.01, Harris County, Texas"
"2920","310","1400000US48201455102","Census Tract 4551.02, Harris County, Texas"
"4332","310","1400000US48201455200","Census Tract 4552, Harris County, Texas"
"10991","1009","1400000US48201455300","Census Tract 4553, Harris County, Texas"
"2344","266","1400000US48201510100","Census Tract 5101, Harris County, Texas"
"6627","718","1400000US48201510200","Census Tract 5102, Harris County, Texas"
"5123","308","1400000US48201510300","Census Tract 5103, Harris County, Texas"
"3870","362","1400000US48201510400","Census Tract 5104, Harris County, Texas"
"3733","360","1400000US48201510500","Census Tract 5105, Harris County, Texas"
"7004","544","1400000US48201510600","Census Tract 5106, Harris County, Texas"
"4905","528","1400000US48201510700","Census Tract 5107, Harris County, Texas"
"8400","591","1400000US48201510800","Census Tract 5108, Harris County, Texas"
"7568","618","1400000US48201510900","Census Tract 5109, Harris County, Texas"
"3108","353","1400000US48201511001","Census Tract 5110.01, Harris County, Texas"
"4400","541","1400000US48201511002","Census Tract 5110.02, Harris County, Texas"
"3514","247","1400000US48201511100","Census Tract 5111, Harris County, Texas"
"5998","570","1400000US48201511200","Census Tract 5112, Harris County, Texas"
"4124","406","1400000US48201511301","Census Tract 5113.01, Harris County, Texas"
"3716","410","1400000US48201511302","Census Tract 5113.02, Harris County, Texas"
"3113","238","1400000US48201511400","Census Tract 5114, Harris County, Texas"
"8052","808","1400000US48201511500","Census Tract 5115, Harris County, Texas"
"3542","388","1400000US48201511600","Census Tract 5116, Harris County, Texas"
"2088","304","1400000US48201520100","Census Tract 5201, Harris County, Texas"
"3363","300","1400000US48201520200","Census Tract 5202, Harris County, Texas"
"5355","525","1400000US48201520300","Census Tract 5203, Harris County, Texas"
"3303","506","1400000US48201520400","Census Tract 5204, Harris County, Texas"
"9579","1247","1400000US48201520500","Census Tract 5205, Harris County, Texas"
"2726","358","1400000US48201520601","Census Tract 5206.01, Harris County, Texas"
"5681","579","1400000US48201520602","Census Tract 5206.02, Harris County, Texas"
"4334","400","1400000US48201520700","Census Tract 5207, Harris County, Texas"
"2620","224","1400000US48201521000","Census Tract 5210, Harris County, Texas"
"2304","244","1400000US48201521100","Census Tract 5211, Harris County, Texas"
"5804","887","1400000US48201521200","Census Tract 5212, Harris County, Texas"
"5461","422","1400000US48201521300","Census Tract 5213, Harris County, Texas"
"7766","713","1400000US48201521400","Census Tract 5214, Harris County, Texas"
"5621","594","1400000US48201521500","Census Tract 5215, Harris County, Texas"
"3544","420","1400000US48201521600","Census Tract 5216, Harris County, Texas"
"6773","655","1400000US48201521700","Census Tract 5217, Harris County, Texas"
"5866","508","1400000US48201521800","Census Tract 5218, Harris County, Texas"
"6034","635","1400000US48201521900","Census Tract 5219, Harris County, Texas"
"4718","456","1400000US48201522000","Census Tract 5220, Harris County, Texas"
"7734","1008","1400000US48201522100","Census Tract 5221, Harris County, Texas"
"3960","465","1400000US48201522201","Census Tract 5222.01, Harris County, Texas"
"4449","595","1400000US48201522202","Census Tract 5222.02, Harris County, Texas"
"3979","361","1400000US48201522301","Census Tract 5223.01, Harris County, Texas"
"3675","366","1400000US48201522302","Census Tract 5223.02, Harris County, Texas"
"5479","449","1400000US48201522401","Census Tract 5224.01, Harris County, Texas"
"3980","419","1400000US48201522402","Census Tract 5224.02, Harris County, Texas"
"5157","127","1400000US48201522500","Census Tract 5225, Harris County, Texas"
"6389","719","1400000US48201530100","Census Tract 5301, Harris County, Texas"
"3679","332","1400000US48201530200","Census Tract 5302, Harris County, Texas"
"2382","458","1400000US48201530300","Census Tract 5303, Harris County, Texas"
"2932","399","1400000US48201530400","Census Tract 5304, Harris County, Texas"
"5423","639","1400000US48201530500","Census Tract 5305, Harris County, Texas"
"3627","621","1400000US48201530600","Census Tract 5306, Harris County, Texas"
"5929","601","1400000US48201530700","Census Tract 5307, Harris County, Texas"
"4397","560","1400000US48201530800","Census Tract 5308, Harris County, Texas"
"4132","494","1400000US48201530900","Census Tract 5309, Harris County, Texas"
"3949","211","1400000US48201531000","Census Tract 5310, Harris County, Texas"
"3347","209","1400000US48201531100","Census Tract 5311, Harris County, Texas"
"3471","383","1400000US48201531200","Census Tract 5312, Harris County, Texas"
"5967","772","1400000US48201531300","Census Tract 5313, Harris County, Texas"
"2194","138","1400000US48201531400","Census Tract 5314, Harris County, Texas"
"2856","393","1400000US48201531500","Census Tract 5315, Harris County, Texas"
"3246","503","1400000US48201531600","Census Tract 5316, Harris County, Texas"
"3515","179","1400000US48201531700","Census Tract 5317, Harris County, Texas"
"2548","269","1400000US48201531800","Census Tract 5318, Harris County, Texas"
"4974","590","1400000US48201531900","Census Tract 5319, Harris County, Texas"
"6619","857","1400000US48201532001","Census Tract 5320.01, Harris County, Texas"
"1139","193","1400000US48201532002","Census Tract 5320.02, Harris County, Texas"
"7369","869","1400000US48201532100","Census Tract 5321, Harris County, Texas"
"3883","502","1400000US48201532200","Census Tract 5322, Harris County, Texas"
"6993","727","1400000US48201532300","Census Tract 5323, Harris County, Texas"
"6348","721","1400000US48201532400","Census Tract 5324, Harris County, Texas"
"9319","614","1400000US48201532501","Census Tract 5325.01, Harris County, Texas"
"5127","466","1400000US48201532502","Census Tract 5325.02, Harris County, Texas"
"7408","785","1400000US48201532600","Census Tract 5326, Harris County, Texas"
"5169","612","1400000US48201532700","Census Tract 5327, Harris County, Texas"
"1893","237","1400000US48201532800","Census Tract 5328, Harris County, Texas"
"5662","788","1400000US48201532900","Census Tract 5329, Harris County, Texas"
"2433","340","1400000US48201533000","Census Tract 5330, Harris County, Texas"
"6879","800","1400000US48201533100","Census Tract 5331, Harris County, Texas"
"3983","564","1400000US48201533200","Census Tract 5332, Harris County, Texas"
"6049","657","1400000US48201533300","Census Tract 5333, Harris County, Texas"
"11864","1139","1400000US48201533400","Census Tract 5334, Harris County, Texas"
"4245","477","1400000US48201533500","Census Tract 5335, Harris County, Texas"
"5399","445","1400000US48201533600","Census Tract 5336, Harris County, Texas"
"5558","528","1400000US48201533701","Census Tract 5337.01, Harris County, Texas"
"3815","347","1400000US48201533702","Census Tract 5337.02, Harris County, Texas"
"11239","939","1400000US48201533801","Census Tract 5338.01, Harris County, Texas"
"7851","482","1400000US48201533802","Census Tract 5338.02, Harris County, Texas"
"9472","744","1400000US48201533901","Census Tract 5339.01, Harris County, Texas"
"4629","490","1400000US48201533902","Census Tract 5339.02, Harris County, Texas"
"3237","472","1400000US48201534001","Census Tract 5340.01, Harris County, Texas"
"6438","517","1400000US48201534002","Census Tract 5340.02, Harris County, Texas"
"2777","312","1400000US48201534003","Census Tract 5340.03, Harris County, Texas"
"7952","699","1400000US48201534100","Census Tract 5341, Harris County, Texas"
"3289","486","1400000US48201534201","Census Tract 5342.01, Harris County, Texas"
"9583","747","1400000US48201534202","Census Tract 5342.02, Harris County, Texas"
"2279","296","1400000US48201534203","Census Tract 5342.03, Harris County, Texas"
"10485","785","1400000US48201540100","Census Tract 5401, Harris County, Texas"
"2522","460","1400000US48201540200","Census Tract 5402, Harris County, Texas"
"6755","784","1400000US48201540501","Census Tract 5405.01, Harris County, Texas"
"4790","448","1400000US48201540502","Census Tract 5405.02, Harris County, Texas"
"4076","483","1400000US48201540601","Census Tract 5406.01, Harris County, Texas"
"7085","662","1400000US48201540602","Census Tract 5406.02, Harris County, Texas"
"6924","467","1400000US48201540700","Census Tract 5407, Harris County, Texas"
"7122","843","1400000US48201540800","Census Tract 5408, Harris County, Texas"
"2607","257","1400000US48201540901","Census Tract 5409.01, Harris County, Texas"
"7058","729","1400000US48201540902","Census Tract 5409.02, Harris County, Texas"
"11346","821","1400000US48201541001","Census Tract 5410.01, Harris County, Texas"
"8858","731","1400000US48201541002","Census Tract 5410.02, Harris County, Texas"
"13814","1062","1400000US48201541003","Census Tract 5410.03, Harris County, Texas"
"7423","549","1400000US48201541100","Census Tract 5411, Harris County, Texas"
"8854","524","1400000US48201541201","Census Tract 5412.01, Harris County, Texas"
"8698","720","1400000US48201541202","Census Tract 5412.02, Harris County, Texas"
"2688","204","1400000US48201541203","Census Tract 5412.03, Harris County, Texas"
"12999","1149","1400000US48201541300","Census Tract 5413, Harris County, Texas"
"15920","959","1400000US48201541400","Census Tract 5414, Harris County, Texas"
"5493","418","1400000US48201541500","Census Tract 5415, Harris County, Texas"
"6137","531","1400000US48201541601","Census Tract 5416.01, Harris County, Texas"
"10628","931","1400000US48201541602","Census Tract 5416.02, Harris County, Texas"
"11084","1167","1400000US48201541700","Census Tract 5417, Harris County, Texas"
"6731","972","1400000US48201541800","Census Tract 5418, Harris County, Texas"
"8020","663","1400000US48201541900","Census Tract 5419, Harris County, Texas"
"15630","1023","1400000US48201542000","Census Tract 5420, Harris County, Texas"
"25740","1629","1400000US48201542101","Census Tract 5421.01, Harris County, Texas"
"16690","1124","1400000US48201542102","Census Tract 5421.02, Harris County, Texas"
