"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"5761","708","1400000US48113010701","Census Tract 107.01, Dallas County, Texas"
"2879","410","1400000US48113010703","Census Tract 107.03, Dallas County, Texas"
"5874","511","1400000US48113010704","Census Tract 107.04, Dallas County, Texas"
"9781","968","1400000US48113010801","Census Tract 108.01, Dallas County, Texas"
"8368","794","1400000US48113010803","Census Tract 108.03, Dallas County, Texas"
"5733","656","1400000US48113010804","Census Tract 108.04, Dallas County, Texas"
"6392","468","1400000US48113010805","Census Tract 108.05, Dallas County, Texas"
"8234","793","1400000US48113010902","Census Tract 109.02, Dallas County, Texas"
"3431","400","1400000US48113010903","Census Tract 109.03, Dallas County, Texas"
"3663","324","1400000US48113010904","Census Tract 109.04, Dallas County, Texas"
"8041","988","1400000US48113011001","Census Tract 110.01, Dallas County, Texas"
"3392","373","1400000US48113011002","Census Tract 110.02, Dallas County, Texas"
"4736","669","1400000US48113011101","Census Tract 111.01, Dallas County, Texas"
"3803","352","1400000US48113011103","Census Tract 111.03, Dallas County, Texas"
"4063","660","1400000US48113011104","Census Tract 111.04, Dallas County, Texas"
"4929","559","1400000US48113011105","Census Tract 111.05, Dallas County, Texas"
"7334","1382","1400000US48113011200","Census Tract 112, Dallas County, Texas"
"5201","646","1400000US48113011300","Census Tract 113, Dallas County, Texas"
"5453","722","1400000US48113011401","Census Tract 114.01, Dallas County, Texas"
"4608","778","1400000US48113011500","Census Tract 115, Dallas County, Texas"
"4866","621","1400000US48113011601","Census Tract 116.01, Dallas County, Texas"
"6860","537","1400000US48113011602","Census Tract 116.02, Dallas County, Texas"
"7010","627","1400000US48113011701","Census Tract 117.01, Dallas County, Texas"
"5771","571","1400000US48113011702","Census Tract 117.02, Dallas County, Texas"
"11243","1097","1400000US48113011800","Census Tract 118, Dallas County, Texas"
"11274","1128","1400000US48113011900","Census Tract 119, Dallas County, Texas"
"8973","886","1400000US48113012000","Census Tract 120, Dallas County, Texas"
"6977","537","1400000US48113012100","Census Tract 121, Dallas County, Texas"
"7322","720","1400000US48113012204","Census Tract 122.04, Dallas County, Texas"
"5646","469","1400000US48113012206","Census Tract 122.06, Dallas County, Texas"
"7617","1028","1400000US48113012207","Census Tract 122.07, Dallas County, Texas"
"2654","266","1400000US48113012208","Census Tract 122.08, Dallas County, Texas"
"2561","272","1400000US48113012209","Census Tract 122.09, Dallas County, Texas"
"4595","487","1400000US48113012210","Census Tract 122.10, Dallas County, Texas"
"4553","448","1400000US48113012211","Census Tract 122.11, Dallas County, Texas"
"4773","437","1400000US48113012301","Census Tract 123.01, Dallas County, Texas"
"9043","923","1400000US48113012302","Census Tract 123.02, Dallas County, Texas"
"5447","622","1400000US48113012400","Census Tract 124, Dallas County, Texas"
"8118","868","1400000US48113012500","Census Tract 125, Dallas County, Texas"
"6256","602","1400000US48113012601","Census Tract 126.01, Dallas County, Texas"
"2154","158","1400000US48113012603","Census Tract 126.03, Dallas County, Texas"
"7112","988","1400000US48113012604","Census Tract 126.04, Dallas County, Texas"
"6018","626","1400000US48113012701","Census Tract 127.01, Dallas County, Texas"
"3437","348","1400000US48113012702","Census Tract 127.02, Dallas County, Texas"
"8153","684","1400000US48113012800","Census Tract 128, Dallas County, Texas"
"4489","395","1400000US48113012900","Census Tract 129, Dallas County, Texas"
"6867","289","1400000US48113013004","Census Tract 130.04, Dallas County, Texas"
"3682","317","1400000US48113013005","Census Tract 130.05, Dallas County, Texas"
"3950","280","1400000US48113013007","Census Tract 130.07, Dallas County, Texas"
"3918","318","1400000US48113013008","Census Tract 130.08, Dallas County, Texas"
"5026","441","1400000US48113013009","Census Tract 130.09, Dallas County, Texas"
"4607","579","1400000US48113013010","Census Tract 130.10, Dallas County, Texas"
"4812","573","1400000US48113013011","Census Tract 130.11, Dallas County, Texas"
"2921","272","1400000US48113013101","Census Tract 131.01, Dallas County, Texas"
"1943","143","1400000US48113013102","Census Tract 131.02, Dallas County, Texas"
"908","96","1400000US48113013104","Census Tract 131.04, Dallas County, Texas"
"6659","486","1400000US48113013105","Census Tract 131.05, Dallas County, Texas"
"7556","646","1400000US48113013200","Census Tract 132, Dallas County, Texas"
"2024","225","1400000US48113013300","Census Tract 133, Dallas County, Texas"
"2044","106","1400000US48113013400","Census Tract 134, Dallas County, Texas"
"2298","174","1400000US48113013500","Census Tract 135, Dallas County, Texas"
"6094","490","1400000US48113013605","Census Tract 136.05, Dallas County, Texas"
"5747","610","1400000US48113013606","Census Tract 136.06, Dallas County, Texas"
"3532","217","1400000US48113013607","Census Tract 136.07, Dallas County, Texas"
"2410","251","1400000US48113013608","Census Tract 136.08, Dallas County, Texas"
"3902","405","1400000US48113013609","Census Tract 136.09, Dallas County, Texas"
"5301","413","1400000US48113013610","Census Tract 136.10, Dallas County, Texas"
"2709","327","1400000US48113013611","Census Tract 136.11, Dallas County, Texas"
"6098","716","1400000US48113013615","Census Tract 136.15, Dallas County, Texas"
"6716","604","1400000US48113013616","Census Tract 136.16, Dallas County, Texas"
"2830","297","1400000US48113013617","Census Tract 136.17, Dallas County, Texas"
"3057","232","1400000US48113013618","Census Tract 136.18, Dallas County, Texas"
"5249","347","1400000US48113013619","Census Tract 136.19, Dallas County, Texas"
"5474","419","1400000US48113013620","Census Tract 136.20, Dallas County, Texas"
"4396","492","1400000US48113013621","Census Tract 136.21, Dallas County, Texas"
"2724","249","1400000US48113013622","Census Tract 136.22, Dallas County, Texas"
"7126","720","1400000US48113013623","Census Tract 136.23, Dallas County, Texas"
"4317","529","1400000US48113013624","Census Tract 136.24, Dallas County, Texas"
"3426","469","1400000US48113013625","Census Tract 136.25, Dallas County, Texas"
"3231","379","1400000US48113013626","Census Tract 136.26, Dallas County, Texas"
"3453","370","1400000US48113013711","Census Tract 137.11, Dallas County, Texas"
"2842","234","1400000US48113013712","Census Tract 137.12, Dallas County, Texas"
"749","140","1400000US48113013713","Census Tract 137.13, Dallas County, Texas"
"6813","381","1400000US48113013714","Census Tract 137.14, Dallas County, Texas"
"2619","182","1400000US48113013715","Census Tract 137.15, Dallas County, Texas"
"5269","431","1400000US48113013716","Census Tract 137.16, Dallas County, Texas"
"3302","269","1400000US48113013717","Census Tract 137.17, Dallas County, Texas"
"5222","524","1400000US48113013718","Census Tract 137.18, Dallas County, Texas"
"4743","333","1400000US48113013719","Census Tract 137.19, Dallas County, Texas"
"6953","504","1400000US48113013720","Census Tract 137.20, Dallas County, Texas"
"6051","498","1400000US48113013721","Census Tract 137.21, Dallas County, Texas"
"4875","430","1400000US48113013722","Census Tract 137.22, Dallas County, Texas"
"4090","356","1400000US48113013725","Census Tract 137.25, Dallas County, Texas"
"2734","311","1400000US48113013726","Census Tract 137.26, Dallas County, Texas"
"3278","330","1400000US48113013727","Census Tract 137.27, Dallas County, Texas"
"7820","766","1400000US48113013803","Census Tract 138.03, Dallas County, Texas"
"3998","385","1400000US48113013804","Census Tract 138.04, Dallas County, Texas"
"3597","277","1400000US48113013805","Census Tract 138.05, Dallas County, Texas"
"3895","374","1400000US48113013806","Census Tract 138.06, Dallas County, Texas"
"4013","333","1400000US48113013901","Census Tract 139.01, Dallas County, Texas"
"5370","389","1400000US48113013902","Census Tract 139.02, Dallas County, Texas"
"4809","376","1400000US48113014001","Census Tract 140.01, Dallas County, Texas"
"37","18","1400000US48113014002","Census Tract 140.02, Dallas County, Texas"
"4819","427","1400000US48113014103","Census Tract 141.03, Dallas County, Texas"
"4974","601","1400000US48113014113","Census Tract 141.13, Dallas County, Texas"
"3514","306","1400000US48113014114","Census Tract 141.14, Dallas County, Texas"
"7755","821","1400000US48113014115","Census Tract 141.15, Dallas County, Texas"
"5367","536","1400000US48113014116","Census Tract 141.16, Dallas County, Texas"
"4663","259","1400000US48113014119","Census Tract 141.19, Dallas County, Texas"
"5059","273","1400000US48113014120","Census Tract 141.20, Dallas County, Texas"
"4995","410","1400000US48113014121","Census Tract 141.21, Dallas County, Texas"
"6021","391","1400000US48113014123","Census Tract 141.23, Dallas County, Texas"
"3953","252","1400000US48113014124","Census Tract 141.24, Dallas County, Texas"
"6850","374","1400000US48113014126","Census Tract 141.26, Dallas County, Texas"
"10395","548","1400000US48113014127","Census Tract 141.27, Dallas County, Texas"
"3866","215","1400000US48113014128","Census Tract 141.28, Dallas County, Texas"
"5020","387","1400000US48113014129","Census Tract 141.29, Dallas County, Texas"
"4354","541","1400000US48113014130","Census Tract 141.30, Dallas County, Texas"
"4055","360","1400000US48113014131","Census Tract 141.31, Dallas County, Texas"
"2448","210","1400000US48113014132","Census Tract 141.32, Dallas County, Texas"
"5013","446","1400000US48113014133","Census Tract 141.33, Dallas County, Texas"
"4465","330","1400000US48113014134","Census Tract 141.34, Dallas County, Texas"
"4932","279","1400000US48113014135","Census Tract 141.35, Dallas County, Texas"
"7230","561","1400000US48113014136","Census Tract 141.36, Dallas County, Texas"
"8233","487","1400000US48113014137","Census Tract 141.37, Dallas County, Texas"
"3888","323","1400000US48113014138","Census Tract 141.38, Dallas County, Texas"
"3298","309","1400000US48113014203","Census Tract 142.03, Dallas County, Texas"
"2404","255","1400000US48113014204","Census Tract 142.04, Dallas County, Texas"
"1510","83","1400000US48113014205","Census Tract 142.05, Dallas County, Texas"
"6681","789","1400000US48113014206","Census Tract 142.06, Dallas County, Texas"
"6989","694","1400000US48113014302","Census Tract 143.02, Dallas County, Texas"
"6196","420","1400000US48113014306","Census Tract 143.06, Dallas County, Texas"
"4226","289","1400000US48113014307","Census Tract 143.07, Dallas County, Texas"
"3953","437","1400000US48113014308","Census Tract 143.08, Dallas County, Texas"
"5295","488","1400000US48113014309","Census Tract 143.09, Dallas County, Texas"
"4631","431","1400000US48113014310","Census Tract 143.10, Dallas County, Texas"
"5639","679","1400000US48113014311","Census Tract 143.11, Dallas County, Texas"
"4927","586","1400000US48113014312","Census Tract 143.12, Dallas County, Texas"
"4751","475","1400000US48113014403","Census Tract 144.03, Dallas County, Texas"
"3759","317","1400000US48113014405","Census Tract 144.05, Dallas County, Texas"
"4523","433","1400000US48113014406","Census Tract 144.06, Dallas County, Texas"
"5461","386","1400000US48113014407","Census Tract 144.07, Dallas County, Texas"
"4284","470","1400000US48113014408","Census Tract 144.08, Dallas County, Texas"
"3351","350","1400000US48113014501","Census Tract 145.01, Dallas County, Texas"
"5261","392","1400000US48113014502","Census Tract 145.02, Dallas County, Texas"
"2329","276","1400000US48113014601","Census Tract 146.01, Dallas County, Texas"
"4599","415","1400000US48113014602","Census Tract 146.02, Dallas County, Texas"
"1701","175","1400000US48113014603","Census Tract 146.03, Dallas County, Texas"
"4323","377","1400000US48113014701","Census Tract 147.01, Dallas County, Texas"
"3497","382","1400000US48113014702","Census Tract 147.02, Dallas County, Texas"
"2085","189","1400000US48113014703","Census Tract 147.03, Dallas County, Texas"
"1453","179","1400000US48113014901","Census Tract 149.01, Dallas County, Texas"
"2785","238","1400000US48113014902","Census Tract 149.02, Dallas County, Texas"
"7924","785","1400000US48113015000","Census Tract 150, Dallas County, Texas"
"6357","593","1400000US48113015100","Census Tract 151, Dallas County, Texas"
"3675","587","1400000US48113015202","Census Tract 152.02, Dallas County, Texas"
"7789","559","1400000US48113015204","Census Tract 152.04, Dallas County, Texas"
"3868","427","1400000US48113015205","Census Tract 152.05, Dallas County, Texas"
"5064","669","1400000US48113015206","Census Tract 152.06, Dallas County, Texas"
"1891","329","1400000US48113015303","Census Tract 153.03, Dallas County, Texas"
"3946","389","1400000US48113015304","Census Tract 153.04, Dallas County, Texas"
"4456","499","1400000US48113015305","Census Tract 153.05, Dallas County, Texas"
"4926","326","1400000US48113015306","Census Tract 153.06, Dallas County, Texas"
"6963","622","1400000US48113015401","Census Tract 154.01, Dallas County, Texas"
"3510","452","1400000US48113015403","Census Tract 154.03, Dallas County, Texas"
"5296","515","1400000US48113015404","Census Tract 154.04, Dallas County, Texas"
"3851","445","1400000US48113015500","Census Tract 155, Dallas County, Texas"
"5843","583","1400000US48113015600","Census Tract 156, Dallas County, Texas"
"2881","285","1400000US48113015700","Census Tract 157, Dallas County, Texas"
"2217","314","1400000US48113015800","Census Tract 158, Dallas County, Texas"
"3793","463","1400000US48113015900","Census Tract 159, Dallas County, Texas"
"5199","624","1400000US48113016001","Census Tract 160.01, Dallas County, Texas"
"3223","356","1400000US48113016002","Census Tract 160.02, Dallas County, Texas"
"3508","372","1400000US48113016100","Census Tract 161, Dallas County, Texas"
"4126","412","1400000US48113016201","Census Tract 162.01, Dallas County, Texas"
"6977","811","1400000US48113016202","Census Tract 162.02, Dallas County, Texas"
"6983","747","1400000US48113016301","Census Tract 163.01, Dallas County, Texas"
"2025","263","1400000US48113016302","Census Tract 163.02, Dallas County, Texas"
"11658","812","1400000US48113016401","Census Tract 164.01, Dallas County, Texas"
"5458","546","1400000US48113016406","Census Tract 164.06, Dallas County, Texas"
"8148","723","1400000US48113016407","Census Tract 164.07, Dallas County, Texas"
"7644","715","1400000US48113016408","Census Tract 164.08, Dallas County, Texas"
"3397","238","1400000US48113016409","Census Tract 164.09, Dallas County, Texas"
"4762","457","1400000US48113016410","Census Tract 164.10, Dallas County, Texas"
"9005","758","1400000US48113016411","Census Tract 164.11, Dallas County, Texas"
"4866","313","1400000US48113016412","Census Tract 164.12, Dallas County, Texas"
"6580","627","1400000US48113016413","Census Tract 164.13, Dallas County, Texas"
"6744","535","1400000US48113016502","Census Tract 165.02, Dallas County, Texas"
"5431","587","1400000US48113016509","Census Tract 165.09, Dallas County, Texas"
"14644","1025","1400000US48113016510","Census Tract 165.10, Dallas County, Texas"
"4812","377","1400000US48113016511","Census Tract 165.11, Dallas County, Texas"
"5060","336","1400000US48113016513","Census Tract 165.13, Dallas County, Texas"
"6662","578","1400000US48113016514","Census Tract 165.14, Dallas County, Texas"
"5452","715","1400000US48113016516","Census Tract 165.16, Dallas County, Texas"
"5011","390","1400000US48113016517","Census Tract 165.17, Dallas County, Texas"
"5075","313","1400000US48113016518","Census Tract 165.18, Dallas County, Texas"
"2364","233","1400000US48113016519","Census Tract 165.19, Dallas County, Texas"
"8125","937","1400000US48113016520","Census Tract 165.20, Dallas County, Texas"
"7067","602","1400000US48113016521","Census Tract 165.21, Dallas County, Texas"
"3680","390","1400000US48113016522","Census Tract 165.22, Dallas County, Texas"
"4795","322","1400000US48113016523","Census Tract 165.23, Dallas County, Texas"
"6991","1258","1400000US48113016605","Census Tract 166.05, Dallas County, Texas"
"7253","706","1400000US48113016606","Census Tract 166.06, Dallas County, Texas"
"3786","336","1400000US48113016607","Census Tract 166.07, Dallas County, Texas"
"4507","441","1400000US48113016610","Census Tract 166.10, Dallas County, Texas"
"6245","883","1400000US48113016611","Census Tract 166.11, Dallas County, Texas"
"13587","1282","1400000US48113016612","Census Tract 166.12, Dallas County, Texas"
"4467","348","1400000US48113016615","Census Tract 166.15, Dallas County, Texas"
"6943","541","1400000US48113016616","Census Tract 166.16, Dallas County, Texas"
"4064","368","1400000US48113016617","Census Tract 166.17, Dallas County, Texas"
"5029","494","1400000US48113016618","Census Tract 166.18, Dallas County, Texas"
"3910","512","1400000US48113016619","Census Tract 166.19, Dallas County, Texas"
"5905","475","1400000US48113016620","Census Tract 166.20, Dallas County, Texas"
"6199","609","1400000US48113016621","Census Tract 166.21, Dallas County, Texas"
"4012","457","1400000US48113016622","Census Tract 166.22, Dallas County, Texas"
"7124","577","1400000US48113016623","Census Tract 166.23, Dallas County, Texas"
"3327","285","1400000US48113016624","Census Tract 166.24, Dallas County, Texas"
"10771","942","1400000US48113016625","Census Tract 166.25, Dallas County, Texas"
"4771","527","1400000US48113016626","Census Tract 166.26, Dallas County, Texas"
"7259","1119","1400000US48113016701","Census Tract 167.01, Dallas County, Texas"
"11308","935","1400000US48113016703","Census Tract 167.03, Dallas County, Texas"
"4058","472","1400000US48113016704","Census Tract 167.04, Dallas County, Texas"
"7526","889","1400000US48113016705","Census Tract 167.05, Dallas County, Texas"
"4477","418","1400000US48113016802","Census Tract 168.02, Dallas County, Texas"
"6032","692","1400000US48113016803","Census Tract 168.03, Dallas County, Texas"
"8186","945","1400000US48113016804","Census Tract 168.04, Dallas County, Texas"
"6078","205","1400000US48113016902","Census Tract 169.02, Dallas County, Texas"
"5486","302","1400000US48113016903","Census Tract 169.03, Dallas County, Texas"
"9961","922","1400000US48113017001","Census Tract 170.01, Dallas County, Texas"
"11769","842","1400000US48113017003","Census Tract 170.03, Dallas County, Texas"
"10505","1068","1400000US48113017004","Census Tract 170.04, Dallas County, Texas"
"5946","539","1400000US48113017101","Census Tract 171.01, Dallas County, Texas"
"6345","564","1400000US48113017102","Census Tract 171.02, Dallas County, Texas"
"5595","647","1400000US48113017201","Census Tract 172.01, Dallas County, Texas"
"8654","796","1400000US48113017202","Census Tract 172.02, Dallas County, Texas"
"5821","648","1400000US48113017301","Census Tract 173.01, Dallas County, Texas"
"8161","557","1400000US48113017303","Census Tract 173.03, Dallas County, Texas"
"10003","871","1400000US48113017304","Census Tract 173.04, Dallas County, Texas"
"10647","690","1400000US48113017305","Census Tract 173.05, Dallas County, Texas"
"8013","783","1400000US48113017306","Census Tract 173.06, Dallas County, Texas"
"5772","603","1400000US48113017400","Census Tract 174, Dallas County, Texas"
"3789","320","1400000US48113017500","Census Tract 175, Dallas County, Texas"
"4461","440","1400000US48113017602","Census Tract 176.02, Dallas County, Texas"
"3001","253","1400000US48113017604","Census Tract 176.04, Dallas County, Texas"
"3773","389","1400000US48113017605","Census Tract 176.05, Dallas County, Texas"
"5115","494","1400000US48113017606","Census Tract 176.06, Dallas County, Texas"
"7148","752","1400000US48113017702","Census Tract 177.02, Dallas County, Texas"
"5157","479","1400000US48113017703","Census Tract 177.03, Dallas County, Texas"
"6536","580","1400000US48113017704","Census Tract 177.04, Dallas County, Texas"
"7590","794","1400000US48113017804","Census Tract 178.04, Dallas County, Texas"
"5001","575","1400000US48113017805","Census Tract 178.05, Dallas County, Texas"
"4799","405","1400000US48113017806","Census Tract 178.06, Dallas County, Texas"
"5325","603","1400000US48113017807","Census Tract 178.07, Dallas County, Texas"
"3931","623","1400000US48113017808","Census Tract 178.08, Dallas County, Texas"
"4192","440","1400000US48113017811","Census Tract 178.11, Dallas County, Texas"
"2301","198","1400000US48113017812","Census Tract 178.12, Dallas County, Texas"
"6745","715","1400000US48113017813","Census Tract 178.13, Dallas County, Texas"
"5589","519","1400000US48113017814","Census Tract 178.14, Dallas County, Texas"
"5527","485","1400000US48113017900","Census Tract 179, Dallas County, Texas"
"6427","762","1400000US48113018001","Census Tract 180.01, Dallas County, Texas"
"3375","519","1400000US48113018002","Census Tract 180.02, Dallas County, Texas"
"7508","729","1400000US48113018104","Census Tract 181.04, Dallas County, Texas"
"6226","464","1400000US48113018105","Census Tract 181.05, Dallas County, Texas"
"5218","519","1400000US48113018110","Census Tract 181.10, Dallas County, Texas"
"6946","775","1400000US48113018111","Census Tract 181.11, Dallas County, Texas"
"8481","612","1400000US48113018118","Census Tract 181.18, Dallas County, Texas"
"4711","347","1400000US48113018120","Census Tract 181.20, Dallas County, Texas"
"5209","525","1400000US48113018121","Census Tract 181.21, Dallas County, Texas"
"16988","736","1400000US48113018122","Census Tract 181.22, Dallas County, Texas"
"9103","635","1400000US48113018123","Census Tract 181.23, Dallas County, Texas"
"19493","716","1400000US48113018124","Census Tract 181.24, Dallas County, Texas"
"6766","634","1400000US48113018126","Census Tract 181.26, Dallas County, Texas"
"2781","250","1400000US48113018127","Census Tract 181.27, Dallas County, Texas"
"6320","638","1400000US48113018128","Census Tract 181.28, Dallas County, Texas"
"4911","462","1400000US48113018129","Census Tract 181.29, Dallas County, Texas"
"4453","377","1400000US48113018130","Census Tract 181.30, Dallas County, Texas"
"4977","384","1400000US48113018132","Census Tract 181.32, Dallas County, Texas"
"4110","559","1400000US48113018133","Census Tract 181.33, Dallas County, Texas"
"5342","358","1400000US48113018134","Census Tract 181.34, Dallas County, Texas"
"3785","291","1400000US48113018135","Census Tract 181.35, Dallas County, Texas"
"8057","428","1400000US48113018136","Census Tract 181.36, Dallas County, Texas"
"4133","334","1400000US48113018137","Census Tract 181.37, Dallas County, Texas"
"5134","605","1400000US48113018138","Census Tract 181.38, Dallas County, Texas"
"9067","395","1400000US48113018139","Census Tract 181.39, Dallas County, Texas"
"6376","404","1400000US48113018140","Census Tract 181.40, Dallas County, Texas"
"3974","474","1400000US48113018141","Census Tract 181.41, Dallas County, Texas"
"3783","330","1400000US48113018142","Census Tract 181.42, Dallas County, Texas"
"6726","474","1400000US48113018203","Census Tract 182.03, Dallas County, Texas"
"4755","545","1400000US48113018204","Census Tract 182.04, Dallas County, Texas"
"4290","353","1400000US48113018205","Census Tract 182.05, Dallas County, Texas"
"4559","365","1400000US48113018206","Census Tract 182.06, Dallas County, Texas"
"6604","894","1400000US48113018300","Census Tract 183, Dallas County, Texas"
"4569","436","1400000US48113018401","Census Tract 184.01, Dallas County, Texas"
"4619","560","1400000US48113018402","Census Tract 184.02, Dallas County, Texas"
"1188","138","1400000US48113018403","Census Tract 184.03, Dallas County, Texas"
"4073","341","1400000US48113018501","Census Tract 185.01, Dallas County, Texas"
"5997","748","1400000US48113018503","Census Tract 185.03, Dallas County, Texas"
"4368","392","1400000US48113018505","Census Tract 185.05, Dallas County, Texas"
"3709","485","1400000US48113018506","Census Tract 185.06, Dallas County, Texas"
"3952","472","1400000US48113018600","Census Tract 186, Dallas County, Texas"
"6935","771","1400000US48113018700","Census Tract 187, Dallas County, Texas"
"5372","556","1400000US48113018801","Census Tract 188.01, Dallas County, Texas"
"1261","180","1400000US48113018802","Census Tract 188.02, Dallas County, Texas"
"5973","417","1400000US48113018900","Census Tract 189, Dallas County, Texas"
"6825","675","1400000US48113019004","Census Tract 190.04, Dallas County, Texas"
"5762","562","1400000US48113019013","Census Tract 190.13, Dallas County, Texas"
"7071","715","1400000US48113019014","Census Tract 190.14, Dallas County, Texas"
"3215","344","1400000US48113019016","Census Tract 190.16, Dallas County, Texas"
"5173","877","1400000US48113019018","Census Tract 190.18, Dallas County, Texas"
"8110","861","1400000US48113019019","Census Tract 190.19, Dallas County, Texas"
"5739","614","1400000US48113019020","Census Tract 190.20, Dallas County, Texas"
"7309","599","1400000US48113019021","Census Tract 190.21, Dallas County, Texas"
"5236","392","1400000US48113019023","Census Tract 190.23, Dallas County, Texas"
"4488","380","1400000US48113019024","Census Tract 190.24, Dallas County, Texas"
"4635","318","1400000US48113019025","Census Tract 190.25, Dallas County, Texas"
"5797","635","1400000US48113019026","Census Tract 190.26, Dallas County, Texas"
"5548","456","1400000US48113019027","Census Tract 190.27, Dallas County, Texas"
"3644","338","1400000US48113019028","Census Tract 190.28, Dallas County, Texas"
"6418","665","1400000US48113019029","Census Tract 190.29, Dallas County, Texas"
"6012","493","1400000US48113019031","Census Tract 190.31, Dallas County, Texas"
"4287","414","1400000US48113019032","Census Tract 190.32, Dallas County, Texas"
"4672","471","1400000US48113019033","Census Tract 190.33, Dallas County, Texas"
"4652","385","1400000US48113019034","Census Tract 190.34, Dallas County, Texas"
"7069","764","1400000US48113019035","Census Tract 190.35, Dallas County, Texas"
"2893","185","1400000US48113019036","Census Tract 190.36, Dallas County, Texas"
"3543","268","1400000US48113019037","Census Tract 190.37, Dallas County, Texas"
"1639","328","1400000US48113019038","Census Tract 190.38, Dallas County, Texas"
"7339","614","1400000US48113019039","Census Tract 190.39, Dallas County, Texas"
"7442","802","1400000US48113019040","Census Tract 190.40, Dallas County, Texas"
"3140","251","1400000US48113019041","Census Tract 190.41, Dallas County, Texas"
"5268","403","1400000US48113019042","Census Tract 190.42, Dallas County, Texas"
"8027","430","1400000US48113019043","Census Tract 190.43, Dallas County, Texas"
"6928","486","1400000US48113019100","Census Tract 191, Dallas County, Texas"
"5393","568","1400000US48113019202","Census Tract 192.02, Dallas County, Texas"
"3995","256","1400000US48113019203","Census Tract 192.03, Dallas County, Texas"
"10051","976","1400000US48113019204","Census Tract 192.04, Dallas County, Texas"
"4147","268","1400000US48113019205","Census Tract 192.05, Dallas County, Texas"
"6679","579","1400000US48113019206","Census Tract 192.06, Dallas County, Texas"
"6460","519","1400000US48113019208","Census Tract 192.08, Dallas County, Texas"
"4365","327","1400000US48113019210","Census Tract 192.10, Dallas County, Texas"
"5846","544","1400000US48113019211","Census Tract 192.11, Dallas County, Texas"
"4240","454","1400000US48113019212","Census Tract 192.12, Dallas County, Texas"
"3716","353","1400000US48113019213","Census Tract 192.13, Dallas County, Texas"
"3180","204","1400000US48113019301","Census Tract 193.01, Dallas County, Texas"
"5612","388","1400000US48113019302","Census Tract 193.02, Dallas County, Texas"
"4671","336","1400000US48113019400","Census Tract 194, Dallas County, Texas"
"6903","440","1400000US48113019501","Census Tract 195.01, Dallas County, Texas"
"4626","347","1400000US48113019502","Census Tract 195.02, Dallas County, Texas"
"2334","180","1400000US48113019600","Census Tract 196, Dallas County, Texas"
"2004","216","1400000US48113019700","Census Tract 197, Dallas County, Texas"
"4830","255","1400000US48113019800","Census Tract 198, Dallas County, Texas"
"4240","18","1400000US48113019900","Census Tract 199, Dallas County, Texas"
"5075","328","1400000US48113020000","Census Tract 200, Dallas County, Texas"
"2121","152","1400000US48113020100","Census Tract 201, Dallas County, Texas"
"3889","454","1400000US48113020200","Census Tract 202, Dallas County, Texas"
"2385","325","1400000US48113020300","Census Tract 203, Dallas County, Texas"
"8535","781","1400000US48113020400","Census Tract 204, Dallas County, Texas"
"5531","543","1400000US48113020500","Census Tract 205, Dallas County, Texas"
"2131","222","1400000US48113020600","Census Tract 206, Dallas County, Texas"
"5104","524","1400000US48113020700","Census Tract 207, Dallas County, Texas"
"0","14","1400000US48113980000","Census Tract 9800, Dallas County, Texas"
"19","28","1400000US48113980100","Census Tract 9801, Dallas County, Texas"
"4225","352","1400000US48115950401","Census Tract 9504.01, Dawson County, Texas"
"3432","351","1400000US48115950402","Census Tract 9504.02, Dawson County, Texas"
"3772","318","1400000US48115950500","Census Tract 9505, Dawson County, Texas"
"1384","251","1400000US48115950600","Census Tract 9506, Dawson County, Texas"
"5777","543","1400000US48117950300","Census Tract 9503, Deaf Smith County, Texas"
"5105","469","1400000US48117950400","Census Tract 9504, Deaf Smith County, Texas"
"3937","486","1400000US48117950500","Census Tract 9505, Deaf Smith County, Texas"
"3917","357","1400000US48117950600","Census Tract 9506, Deaf Smith County, Texas"
"2781","204","1400000US48119950100","Census Tract 9501, Delta County, Texas"
"2468","204","1400000US48119950200","Census Tract 9502, Delta County, Texas"
"11682","464","1400000US48121020103","Census Tract 201.03, Denton County, Texas"
"7374","543","1400000US48121020104","Census Tract 201.04, Denton County, Texas"
"11689","962","1400000US48121020105","Census Tract 201.05, Denton County, Texas"
"8221","253","1400000US48121020106","Census Tract 201.06, Denton County, Texas"
"8403","417","1400000US48121020107","Census Tract 201.07, Denton County, Texas"
"27588","1492","1400000US48121020108","Census Tract 201.08, Denton County, Texas"
"7033","399","1400000US48121020109","Census Tract 201.09, Denton County, Texas"
"5764","349","1400000US48121020110","Census Tract 201.10, Denton County, Texas"
"4276","251","1400000US48121020111","Census Tract 201.11, Denton County, Texas"
"3880","359","1400000US48121020112","Census Tract 201.12, Denton County, Texas"
"13746","1158","1400000US48121020113","Census Tract 201.13, Denton County, Texas"
"12804","998","1400000US48121020114","Census Tract 201.14, Denton County, Texas"
"6010","481","1400000US48121020115","Census Tract 201.15, Denton County, Texas"
"8987","806","1400000US48121020202","Census Tract 202.02, Denton County, Texas"
"6527","344","1400000US48121020203","Census Tract 202.03, Denton County, Texas"
"4403","321","1400000US48121020204","Census Tract 202.04, Denton County, Texas"
"1896","208","1400000US48121020205","Census Tract 202.05, Denton County, Texas"
