GEOID,08/13/2021
48001950100,0.027028173785808945
48001950401,0.01508183174259645
48001950402,0.009094904882623154
48001950500,0.041947083914954844
48001950600,0.04226168803572255
48001950700,0.041674446275408
48001950800,0.04226318126493379
48001950901,0.021363032393351945
48001950902,0.028515969424131284
48001951000,0.018676837066568593
48001951100,0.010318679993656373
48003950100,0.022249837142047108
48003950200,0.04518158525715383
48003950300,0.044765703058966023
48003950400,0.027713995181562076
48005000101,0.08316588877447506
48005000102,0.09325862134061982
48005000200,0.10508292575888172
48005000301,0.10270213548977704
48005000302,0.09325862134061982
48005000400,0.12396179361014044
48005000500,0.12189289443743757
48005000600,0.10714259676249
48005000700,0.126252726906911
48005000800,0.11665438439245193
48005000901,0.1236907620091624
48005000902,0.09991546834425086
48005001001,0.05506433602612522
48005001002,0.05411495376418663
48005001100,0.07224735436442617
48005001200,0.036591148572536786
48005001300,0.044854995700846306
48007950100,0.003357853166062534
48007950200,0.0029308250960058987
48007950300,0.004223997448705507
48007950400,0.0047503853648377305
48007950500,0.00597713508794241
48007990000,0.0029308250960058987
48009020100,0.035025097542448536
48009020200,0.016758802295844668
48009020300,0.01865527295068474
48011950100,0.005969707316050364
48013960100,0.003812480292660878
48013960201,0.005180687779877719
48013960202,0.005565328917634098
48013960300,0.006199599532596352
48013960401,0.0074933536545839854
48013960402,0.005461965046560661
48013960500,0.001877580692039393
48013960600,0.0021072558374858703
48015760100,0.00754722048920098
48015760200,0.007951156061520533
48015760300,0.004837178835868199
48015760400,0.003368462318660079
48015760501,0.0033164919733846892
48015760502,0.00627755227309974
48017950100,0.01697649814983026
48019000101,0.005797074183270334
48019000102,0.0075159275019125674
48019000200,0.0026838196462599883
48019000300,0.005133166417706008
48019000400,0.005751355735084485
48021950100,0.01030414470059461
48021950200,0.01347168696484759
48021950300,0.009508855037758659
48021950400,0.012039848453331744
48021950501,0.00850768216079176
48021950502,0.006516644475230352
48021950600,0.005844519137649768
48021950700,0.010103329089277897
48021950801,0.009822799047796964
48021950802,0.009525758909964276
48023950300,0.16977437297588407
48025950100,0.0023891440418280967
48025950201,0.004949350028665044
48025950202,0.010024675092314288
48025950300,0.010024675092314288
48025950400,0.009922531729286243
48025950500,0.010251747186322727
48025950600,0.0055592329826421125
48027020100,0.014540366725453759
48027020201,0.01804314006731677
48027020202,0.013563568572510483
48027020300,0.0201671585387195
48027020401,0.020556848180829066
48027020402,0.0190579021073055
48027020500,0.021065643454768683
48027020600,0.020143337082938414
48027020701,0.02533807907968848
48027020702,0.025555010401595864
48027020800,0.018347059123769088
48027020900,0.022896976036090116
48027021000,0.02478614585239798
48027021100,0.025083230607453755
48027021201,0.02213152607151613
48027021202,0.02548618701523838
48027021203,0.025496724431567284
48027021301,0.02427570293927829
48027021302,0.024597353464490743
48027021303,0.02427570293927829
48027021400,0.018796600211993517
48027021500,0.018918209372062355
48027021601,0.01834171136051196
48027021602,0.018030299312312946
48027021700,0.01732484317267404
48027021800,0.015314968204083566
48027021901,0.014215999215502498
48027021903,0.01289084773594011
48027021904,0.011667314274113744
48027022000,0.011062256782873798
48027022101,0.011710417372533997
48027022103,0.011160118184176754
48027022104,0.011246836523455941
48027022105,0.011229155410974512
48027022200,0.011710417372533997
48027022300,0.011946753168719145
48027022401,0.01212986451209544
48027022402,0.009917764471354567
48027022403,0.012600181671982923
48027022404,0.012498853548372726
48027022405,0.012632373420775882
48027022501,0.012297676874141883
48027022502,0.012299299737736016
48027022600,0.012037165750584366
48027022801,0.011026055595281466
48027022900,0.011520068697832966
48027023000,0.01297579636434134
48027023103,0.013059961715259014
48027023104,0.012754040433351507
48027023105,0.011386649687886649
48027023106,0.011589402103895106
48027023107,0.0135132901246965
48027023108,0.011924143448241808
48027023201,0.010491214569050234
48027023202,0.010932286752790368
48027023203,0.011479384004718953
48027023204,0.009385468855808828
48027023300,0.010650596728544856
48027023402,0.010115033078123892
48027023403,0.015187411730858944
48027023404,0.015805826271025843
48027023500,0.011026055595281466
48027980001,0.010111825640601705
48027980002,0.007849560828095905
48027980003,0.006003920942796232
48029110100,0.026530751813459194
48029110300,0.026442256575006807
48029110500,0.026498207764738067
48029110600,0.02720140271426609
48029110700,0.030524364450573924
48029110800,0.027445379356175956
48029110900,0.026513053707929696
48029111000,0.026232112146356068
48029120100,0.023682695702312778
48029120300,0.024162940154045926
48029120400,0.02354454425253796
48029120501,0.020568938706902424
48029120502,0.021098451334557195
48029120600,0.02350998081613031
48029120701,0.02474998848561907
48029120702,0.02459305165761968
48029120800,0.023806054810895483
48029120901,0.021466491450870817
48029120902,0.0215961817724684
48029121000,0.02143758147983792
48029121108,0.022296642784543793
48029121110,0.01770303779315011
48029121111,0.01707138949669311
48029121112,0.02066922837798806
48029121115,0.020729557957684674
48029121116,0.022609353318047733
48029121117,0.017963575996452836
48029121118,0.018217554749144747
48029121119,0.018818024386314754
48029121120,0.018282552083762005
48029121121,0.01763511138884308
48029121122,0.01703863621692797
48029121203,0.021607746031873445
48029121204,0.021522609273150452
48029121205,0.020795068390062496
48029121206,0.018246711510164527
48029121300,0.021477464489914083
48029121402,0.018056572934416093
48029121403,0.018184184508039533
48029121404,0.020734302078851876
48029121501,0.016929996648764874
48029121504,0.018872995596376563
48029121505,0.01461261377549319
48029121506,0.017924294258548423
48029121507,0.018823119397172672
48029121508,0.017984371238704756
48029121601,0.015542097279743632
48029121604,0.015055824767954109
48029121605,0.01485933713872708
48029121606,0.017824705842605842
48029121701,0.015313110833311307
48029121702,0.016017974944209167
48029121802,0.017005361991348462
48029121803,0.01740719031367282
48029121804,0.01741731412273901
48029121808,0.017028795362074682
48029121809,0.017052492033070056
48029121810,0.017670342989743282
48029121811,0.01803727990170518
48029121812,0.015429804941677784
48029121813,0.01634392606067472
48029121903,0.017413729791188062
48029121904,0.017729710366659043
48029121905,0.016276844732097062
48029121906,0.01825526413843473
48029121907,0.013056769357205596
48029121908,0.009944390159309374
48029121909,0.015879391800932965
48029121910,0.013009548638637224
48029130200,0.02563666256407264
48029130300,0.025814693141899776
48029130401,0.023067353316170987
48029130402,0.021271794687624475
48029130500,0.025577024873278363
48029130600,0.025610035982390054
48029130700,0.02561851657352256
48029130800,0.020772707321573984
48029130900,0.02130295220816502
48029131000,0.0209582699439645
48029131100,0.020911002350766088
48029131200,0.020602590087352955
48029131300,0.01652657514180911
48029131401,0.015688215522923786
48029131402,0.016345938206513234
48029131503,0.019901983824021103
48029131504,0.01989682349842759
48029131505,0.01775400285009077
48029131506,0.020188714597579385
48029131507,0.0158067203402754
48029131601,0.011812701531505782
48029131606,0.01487698083578318
48029131608,0.014364807280122464
48029131609,0.015802985759762668
48029131610,0.016416325829542194
48029131611,0.01600695236141316
48029131612,0.01442507245184835
48029131613,0.015555519901796174
48029131614,0.015486764430268333
48029131615,0.01618273478178825
48029131700,0.012184770693485905
48029131801,0.009195086222616467
48029131802,0.013140210954298412
48029140100,0.02578114615634732
48029140200,0.025595174064292042
48029140300,0.025561558726952253
48029140400,0.023254726047765985
48029140500,0.021265086697564328
