GEOID,03/16/2021
48001950100,0.0649082542571332
48001950401,0.02873007421416962
48001950402,0.017813327326752733
48001950500,0.08940089760232012
48001950600,0.08987760103038286
48001950700,0.08877908975917989
48001950800,0.08969552666279873
48001950901,0.04086542243526016
48001950902,0.06337224535466546
48001951000,0.03432613289287655
48001951100,0.020431476204979728
48003950100,0.07601601791098303
48003950200,0.14046787065841848
48003950300,0.13969939892122152
48003950400,0.09036423884166592
48005000101,0.14073728602863303
48005000102,0.1586196015952886
48005000200,0.18823605714880573
48005000301,0.18362670116505442
48005000302,0.1586196015952886
48005000400,0.2199061972114354
48005000500,0.2161090859616279
48005000600,0.19319690518755323
48005000700,0.225305079680604
48005000800,0.20894520654975773
48005000901,0.22092487323398996
48005000902,0.17981806246943155
48005001001,0.09384395658507566
48005001002,0.09107344439960989
48005001100,0.13522674054931813
48005001200,0.07683884888867083
48005001300,0.07858340857465282
48007950100,0.015950125038164904
48007950200,0.015131063181361358
48007950300,0.02091491778903752
48007950400,0.023662556910475946
48007950500,0.030014884466808077
48007990000,0.015131063181361358
48009020100,0.09306000296547767
48009020200,0.04622251352703609
48009020300,0.05295716619521902
48011950100,0.016287372328006016
48013960100,0.01029628420659213
48013960201,0.013813050724544376
48013960202,0.014875894843766072
48013960300,0.016603944678021013
48013960401,0.020094374377928426
48013960402,0.014746832878103362
48013960500,0.005061458266933682
48013960600,0.005749928671810205
48015760100,0.013528574507447069
48015760200,0.014264753166467008
48015760300,0.008305345836105612
48015760400,0.005175937237795814
48015760501,0.004867154471691051
48015760502,0.008245597523675291
48017950100,0.04173025121581741
48019000101,0.016156503022329724
48019000102,0.021123900192572813
48019000200,0.007816622187815342
48019000300,0.013867410306186287
48019000400,0.01544126840798345
48021950100,0.018529701996496006
48021950200,0.02417638399204553
48021950300,0.01782414900753747
48021950400,0.022060371844108282
48021950501,0.014866515731362745
48021950502,0.010956067842533425
48021950600,0.011241395825233577
48021950700,0.02020413914941551
48021950801,0.019145229141286666
48021950802,0.01873507933359013
48023950300,0.2437868222345976
48025950100,0.008083077108399226
48025950201,0.020458448113037327
48025950202,0.04053666264243798
48025950300,0.04053666264243798
48025950400,0.040235856053107436
48025950500,0.04153811191514439
48025950600,0.02303311694385362
48027020100,0.01730095855252393
48027020201,0.023017573343900023
48027020202,0.01684303486336121
48027020300,0.02413168521936683
48027020401,0.024738728084584587
48027020402,0.02272871332759299
