HC_ID,10/18/2020
H000,0.0003243383792649431
H001,0.0
H002,0.0005638390547557077
H003,0.0
H004,0.0
H005,0.0009406558692198933
H006,0.00028270617761247136
H007,0.0
H008,0.0
H009,0.0
H010,0.00049838622087713
H011,0.000776399181675019
H012,0.0022912468528845766
H013,0.0005749103125099655
H014,0.00019221690562851035
H015,0.0008493948042091957
H016,0.0
H017,0.0026221653845034452
H018,0.00028038406333992326
H019,0.000255549573534074
H020,0.001665686274950874
H021,0.001385163515381162
H022,0.0006525942993165059
H023,0.0039727272550239435
H024,0.0
H025,0.0006879240214234949
H026,0.003745203172560392
H027,0.00015417054633762002
H028,0.00022930800714116495
H029,0.0003045327840807109
H030,0.0008874014857535792
H031,0.0
H032,0.0007950704917787184
H033,0.001546625537018326
H034,0.0014233427771901351
H035,0.00436793838963923
H036,0.0
H037,0.0025668289243718956
H038,0.0024149919214610216
H039,0.0024149919214610216
H040,0.0012296117953658919
H041,0.009367680762426356
H042,0.0
H043,0.0005122950416951913
H044,0.001068952057536706
H045,0.0
H046,0.005200751921606331
H047,0.0013023285922624296
H048,0.001425006010505765
H049,0.0
H050,0.0008638564210561052
H051,0.0002877808096921505
H052,0.0010970540893079416
H053,0.0
H054,0.002812442496913998
H055,0.0
H056,0.0027485145366233895
H057,0.0
H058,0.0001257150681089418
H059,0.0011188404020860822
H060,0.0005028602724357672
H061,0.003670607489024405
H062,0.00025971448519669296
H063,0.000880500837051428
H064,0.0
H065,0.0008457660029370024
H066,0.0011366472747247286
H067,0.003928265463006914
H068,0.0007881875786893304
H069,0.0
H070,0.0
H071,0.0014696830553667325
H072,0.001923274863640067
H073,0.000487830095522403
H074,0.002337780485551168
H075,0.004675560971102336
H076,9.059170336951025e-05
H077,0.0
H078,0.0
H079,0.0038184670741467854
H080,8.63258226565132e-05
H081,0.0
H082,0.0023361210942986787
H083,0.001343517238301254
H084,0.0002607285365556764
H085,0.0
H086,0.0023156805025945537
H087,0.00172162953616405
H088,0.0
H089,0.00010602783694504256
H090,0.03211563023096165
H091,0.0010582502987295569
H092,0.0047685848908727915
H093,0.0
H094,0.0
H095,0.004644076692886116
H096,0.0
H097,0.0008082303288880429
H098,0.0001388387155588568
H099,0.001812180970307239
H100,0.007757607023446532
H101,0.001427002060689461
H102,0.0016824727862025442
H103,0.001749328694184446
H104,0.0
H105,0.006616335791850552
H106,0.0
H107,0.0
H108,0.003305514446521256
H109,0.041125879770701305
H110,0.14024329751985795
H111,0.05348704502562071
H112,0.013007723601230821
H113,0.009769303575262067
H114,0.06840471090095004
H115,0.09973020750805522
H116,0.0
H117,0.012568046233685898
H118,0.0
H119,0.0068211825158553
H120,0.045019804604644977
H121,0.03431003720750674
H122,0.0
H123,0.0
H124,0.017099078057169204
H125,0.012060460698359516
H126,0.08698603986720549
H127,0.011582544438408554
H128,0.060809344034137174
H129,0.005145161285366211
H130,0.002577459906595763
H131,0.0
H132,0.003397896114277842
H133,0.11717932014270097
H134,0.05059408597276775
H135,0.006793004066243534
H136,0.0037011615789235676
H137,0.0
H138,0.014211533354096454
H139,0.018226714221576925
H140,0.011175841515920644
H141,0.008173113943673174
H142,0.0
H143,0.04207377455563613
H144,0.03278501987317984
H145,0.027038417985118718
H146,0.015450224363661577
H147,0.06459486681162198
H148,0.09270134618196946
H149,0.0
H150,0.06650934312248634
H151,0.03372581143840408
H152,0.0374610133905095
H153,0.0
H154,0.02449411756274997
H155,0.01284114283228532
H156,0.021547558557526436
H157,0.0
H158,0.0010774404107669396
H159,0.0
H160,0.0005521940261038477
H161,0.0012218140890523348
H162,0.003134330877728086
H163,0.00014102320924327168
H164,0.0
H165,0.0002781019324516767
H166,0.0002780001302782371
H167,0.0007786533050177021
H168,0.0
H169,0.0
H170,0.0011955875202197355
H171,0.002584421566116916
H172,0.0003006574283711873
H173,7.343887974213152e-05
H174,0.001055479603438228
H175,0.0014973809879360123
H176,0.0002715632260826468
H177,0.00033986255294549974
H178,0.001882977994604375
H179,0.002695311801731602
H180,0.0004072836341008551
H181,0.0002314390476555891
H182,0.000732960290643635
H183,0.009887534134173565
H184,0.0032020015315963653
H185,0.002996557376689287
H186,0.00014269320841377557
H187,0.005086298852342935
H188,0.0
H189,0.002966871802866903
H190,0.0007618680433159888
H191,0.00029949941177607434
H192,0.0
H193,0.00018854599904060787
H194,0.00586294636322584
H195,0.0016100861507448736
H196,0.0
H197,0.0
H198,0.0
H199,0.0006778183441393496
H200,0.0004883680560286802
H201,0.0013375377087195997
H202,0.0010100779692078917
H203,0.0
H204,0.0002973217632459649
H205,0.0016073088429922396
H206,0.0016277254525906455
H207,0.004672911324912491
H208,0.004460637988973729
H209,0.0
H210,0.004230156322623422
H211,0.005525920328501879
H212,0.0028251082885079417
H213,0.005375899256315502
H214,0.027475471079297518
H215,0.0
H216,0.019014223515347466
H217,0.009567460629050199
H218,0.0
H219,0.0
H220,0.01217047586304829
H221,0.0121431167260583
H222,0.015196359610935333
H223,0.03078230817137473
H224,0.028489359148265978
H225,0.038375770794959074
