HC_ID,07/09/2020
H000,0.00025856761215082294
H001,0.0
H002,0.00047164494008447745
H003,0.0
H004,0.0
H005,0.0007826369647877231
H006,0.00023543890274153656
H007,0.0
H008,0.0
H009,0.0
H010,0.0003892892231173326
H011,0.0005898064439440725
H012,0.0016088625794271987
H013,0.00040378992597482947
H014,0.00013507432614627844
H015,0.0006012289092298514
H016,0.0
H017,0.0019507322867755852
H018,0.0002062096470698628
H019,0.00018793649879547962
H020,0.0011736467536924838
H021,0.0010323281251144994
H022,0.00047698615606964537
H023,0.0029340967685738037
H024,0.0
H025,0.0005016440432460851
H026,0.002718498199698235
H027,0.00011189158970433045
H028,0.00016721468108202834
H029,0.00022245460244743357
H030,0.0006946815164022141
H031,0.0
H032,0.0006074849038405028
H033,0.001170926820027113
H034,0.0010747885197710694
H035,0.003299719155224605
H036,0.0
H037,0.00200413404601545
H038,0.001788316329798335
H039,0.001788316329798335
H040,0.0008986633934026962
H041,0.006842817508301025
H042,0.0
H043,0.00037421658248521227
H044,0.0008345104674397368
H045,0.0
H046,0.003962280951061338
H047,0.0011401221016080622
H048,0.001251445171305712
H049,0.0
H050,0.0008242424753371619
H051,0.000262983222521575
H052,0.001001947617177956
H053,0.0
H054,0.002391770103486387
H055,0.0
H056,0.0028335846221156703
H057,0.0
H058,0.00012171905157919033
H059,0.0010823909438104518
H060,0.00048687620631676133
H061,0.0035672569403763154
H062,0.00028296051045669597
H063,0.0008571217520868925
H064,0.0
H065,0.0007172396166141585
H066,0.0010069865441628913
H067,0.003607526666534512
H068,0.0007065341499178086
H069,0.0
H070,0.0
H071,0.0013453920986108215
H072,0.0017089324830271225
H073,0.00045039510309731256
H074,0.002142772496375126
H075,0.004285544992750252
H076,7.463663071957655e-05
H077,0.0
H078,0.0
H079,0.0031377956498388577
H080,6.929357015050138e-05
H081,0.0
H082,0.0018188159201202308
H083,0.001103759995698642
H084,0.00021980104064068525
H085,0.0
H086,0.001969808993532176
H087,0.0014149751104195279
H088,0.0
H089,8.363899594782927e-05
H090,0.04013056792475965
H091,0.0012346718028023766
H092,0.005685749911771737
H093,0.0
H094,0.0
H095,0.004959368486722304
H096,0.0
H097,0.000600411449013066
H098,0.00010329191997425704
H099,0.0013411731217634832
H100,0.005027258862699931
H101,0.001142814052978078
H102,0.0013694273388135422
H103,0.001288952032777251
H104,0.0
H105,0.004986411607794492
H106,0.0
H107,0.0
H108,0.0063925591166048325
H109,0.03867909721895569
H110,0.4864924326358845
H111,0.1282395469613332
H112,0.02378287155747017
H113,0.016993474136220002
H114,0.18403207456669668
H115,0.2672298602666608
H116,0.0
H117,0.033694166421073646
H118,0.0
H119,0.008509888140565686
H120,0.05616526172773352
H121,0.04313234800374212
H122,0.0
H123,0.0
H124,0.02813791504721057
H125,0.011214547585162058
H126,0.1546716723058043
H127,0.018122187803025786
H128,0.09761436850045421
H129,0.008262303275225464
H130,0.004142020387865756
H131,0.0
H132,0.005416069719136301
H133,0.18885657211808524
H134,0.08124598220638374
H135,0.01094820707930929
H136,0.005780571114585988
H137,0.0
H138,0.021955569871695776
H139,0.018718498658881973
H140,0.011007253959434565
H141,0.007735372139243232
H142,0.0
H143,0.01861389980282958
H144,0.010229020249515948
H145,0.02139346214783533
H146,0.007631729598951663
H147,0.030943063568258884
H148,0.04579037759370998
H149,0.0
H150,0.049293695520820094
H151,0.03451170347802997
H152,0.037220860017860215
H153,0.0
H154,0.025202294912590975
H155,0.014229485756222083
H156,0.012870722429574483
H157,0.0
